Payout Date,Status,Charges,Refunds,Adjustments,Marketplace Sales Tax,Advances,Reserved Funds,Fees,Retried Amount,Total,Currency,Bank Reference
2025-07-01,paid,157.75,0.00,0.00,0.00,0.00,0.00,4.40,0.00,153.35,USD,1043221097094
2025-07-01,paid,717.39,0.00,0.00,0.00,0.00,0.00,21.34,0.00,696.05,USD,091000017653130
2025-06-30,paid,75.94,0.00,0.00,0.00,0.00,0.00,2.58,0.00,73.36,USD,111000027620775
2025-06-29,paid,208.73,0.00,0.00,0.00,0.00,0.00,8.26,0.00,200.47,USD,1043176649955
2025-06-29,paid,160.31,0.00,0.00,0.00,0.00,0.00,9.76,0.00,150.55,USD,2PUMUVUJZ2DK3LO
2025-06-27,paid,86.55,0.00,0.00,0.00,0.00,0.00,2.55,0.00,84.00,USD,1043131305127
2025-06-27,paid,585.04,0.00,0.00,0.00,0.00,0.00,17.90,0.00,567.14,USD,091000019767341
2025-06-26,paid,170.92,0.00,0.00,0.00,0.00,0.00,5.58,0.00,165.34,USD,1043108363742
2025-06-26,paid,232.49,0.00,0.00,0.00,0.00,0.00,14.32,0.00,218.17,USD,F5E5A6QWYWG0HK2
2025-06-26,paid,38.97,0.00,0.00,0.00,0.00,0.00,1.31,0.00,37.66,USD,
2025-06-25,paid,294.45,0.00,0.00,0.00,0.00,0.00,10.28,0.00,284.17,USD,1043087128578
2025-06-25,paid,254.10,0.00,0.00,0.00,0.00,0.00,7.21,0.00,246.89,USD,091000015598180
2025-06-24,paid,38.97,0.00,0.00,0.00,0.00,0.00,1.85,0.00,37.12,USD,1043066308390
2025-06-24,paid,1985.45,-7.46,0.00,0.00,0.00,0.00,58.24,0.00,1919.75,USD,091000014621359
2025-06-23,paid,387.93,0.00,0.00,0.00,0.00,0.00,19.08,0.00,368.85,USD,1043044933590
2025-06-23,paid,569.56,-23.80,0.00,0.00,0.00,0.00,19.58,0.00,526.18,USD,111000025929969
2025-06-22,paid,162.49,0.00,0.00,0.00,0.00,0.00,6.09,0.00,156.40,USD,1043025496204
2025-06-21,paid,33.62,0.00,0.00,0.00,0.00,0.00,1.66,0.00,31.96,USD,1043006263015
2025-06-20,paid,86.55,0.00,0.00,0.00,0.00,0.00,2.55,0.00,84.00,USD,1042984163789
2025-06-20,paid,94.47,0.00,0.00,0.00,0.00,0.00,5.87,0.00,88.60,USD,SRLLRJ2H8XWVPWA
2025-06-20,paid,308.40,0.00,2.50,-2.09,0.00,0.00,10.05,0.00,298.76,USD,
2025-06-19,paid,111.15,0.00,0.00,0.00,0.00,0.00,3.19,0.00,107.96,USD,1042963224379
2025-06-18,paid,218.33,0.00,0.00,0.00,0.00,0.00,7.90,0.00,210.43,USD,1042942387296
2025-06-18,paid,878.48,0.00,6.71,-4.68,0.00,0.00,29.46,0.00,851.05,USD,111000028029039
2025-06-17,paid,274.91,0.00,0.00,0.00,0.00,0.00,8.96,0.00,265.95,USD,1042921420226
2025-06-17,paid,1263.59,0.00,0.00,0.00,0.00,0.00,39.88,0.00,1223.71,USD,111000025870538
2025-06-16,paid,114.66,0.00,0.00,0.00,0.00,0.00,4.08,0.00,110.58,USD,1042899719597
2025-06-16,paid,335.87,0.00,4.12,-7.62,0.00,0.00,11.51,0.00,320.86,USD,091000013261314
2025-06-15,paid,192.70,0.00,0.00,0.00,0.00,0.00,7.23,0.00,185.47,USD,1042879858420
2025-06-15,paid,81.35,0.00,0.00,0.00,0.00,0.00,5.10,0.00,76.25,USD,OY55V55MH31IP6T
2025-06-14,paid,76.14,0.00,0.00,0.00,0.00,0.00,3.15,0.00,72.99,USD,1042860182152
2025-06-13,paid,120.32,0.00,0.00,0.00,0.00,0.00,5.18,0.00,115.14,USD,1042837194292
2025-06-13,paid,66.74,0.00,0.00,0.00,0.00,0.00,4.24,0.00,62.50,USD,BY3CF318D4TJ6VB
2025-06-13,paid,428.03,0.00,0.00,0.00,0.00,0.00,13.74,0.00,414.29,USD,091000012469673
2025-06-12,paid,110.15,0.00,0.00,0.00,0.00,0.00,3.16,0.00,106.99,USD,1042815526924
2025-06-12,paid,0.00,-119.00,0.00,0.00,0.00,0.00,0.00,0.00,-119.00,USD,UR9TD9KF6NRM52Y
2025-06-12,paid,692.20,0.00,0.00,0.00,0.00,0.00,21.07,0.00,671.13,USD,091000017037821
2025-06-11,paid,472.54,0.00,0.00,0.00,0.00,0.00,14.20,0.00,458.34,USD,1042794096787
2025-06-11,paid,444.62,0.00,7.10,-4.90,0.00,0.00,13.24,0.00,433.58,USD,091000016229634
2025-06-10,paid,246.75,0.00,0.00,0.00,0.00,0.00,7.01,0.00,239.74,USD,1042772476411
2025-06-10,paid,310.00,0.00,0.00,0.00,0.00,0.00,18.89,0.00,291.11,USD,SKIAYBQU0AGE9MV
2025-06-10,paid,1414.65,0.00,0.00,0.00,0.00,0.00,45.23,0.00,1369.42,USD,
2025-06-09,paid,783.45,0.00,0.00,-7.42,0.00,0.00,22.77,0.00,753.26,USD,091000012057896
2025-06-08,paid,138.52,0.00,0.00,0.00,0.00,0.00,5.32,0.00,133.20,USD,1042731072330
2025-06-07,paid,86.55,0.00,0.00,0.00,0.00,0.00,5.41,0.00,81.14,USD,8QNHD7IMSBM4JXC
2025-06-06,paid,162.75,0.00,0.00,0.00,0.00,0.00,4.53,0.00,158.22,USD,1042688958589
2025-06-06,paid,368.94,0.00,0.00,-6.81,0.00,0.00,11.10,0.00,351.03,USD,
2025-06-05,paid,395.27,0.00,0.00,0.00,0.00,0.00,13.18,0.00,382.09,USD,1042664640217
2025-06-05,paid,553.24,0.00,0.00,0.00,0.00,0.00,19.56,0.00,533.68,USD,091000017480394
2025-06-04,paid,109.00,0.00,0.00,0.00,0.00,0.00,3.13,0.00,105.87,USD,1042642505785
2025-06-04,paid,276.31,0.00,0.00,-2.17,0.00,0.00,9.90,0.00,264.24,USD,
2025-06-03,paid,66.74,0.00,0.00,0.00,0.00,0.00,2.04,0.00,64.70,USD,1042620426790
2025-06-03,paid,887.04,0.00,0.00,0.00,0.00,0.00,26.72,0.00,860.32,USD,111000029623292
2025-06-02,paid,335.86,0.00,0.00,-11.55,0.00,0.00,9.93,0.00,314.38,USD,111000028959399
2025-06-01,paid,338.29,0.00,0.00,0.00,0.00,0.00,12.24,0.00,326.05,USD,1042571849154
2025-06-01,paid,76.14,0.00,0.00,0.00,0.00,0.00,4.79,0.00,71.35,USD,LELKQJ3039KQ3ZY
2025-05-31,paid,309.65,0.00,0.00,0.00,0.00,0.00,11.05,0.00,298.60,USD,1042551570795
2025-05-31,paid,36.99,0.00,0.00,0.00,0.00,0.00,2.48,0.00,34.51,USD,2X5D1S0OJSVUBME
2025-05-30,paid,731.32,0.00,0.00,0.00,0.00,0.00,20.82,0.00,710.50,USD,091000017475134
2025-05-29,paid,104.71,0.00,0.00,0.00,0.00,0.00,4.11,0.00,100.60,USD,1042507433160
2025-05-29,paid,81.55,0.00,0.00,0.00,0.00,0.00,5.11,0.00,76.44,USD,MWJYGTQW4J2XOYH
2025-05-29,paid,718.42,0.00,0.00,0.00,0.00,0.00,23.04,0.00,695.38,USD,091000019322631
2025-05-28,paid,103.73,0.00,0.00,0.00,0.00,0.00,3.82,0.00,99.91,USD,1042484177614
2025-05-28,paid,1789.49,0.00,0.00,0.00,0.00,0.00,53.75,0.00,1735.74,USD,111000028416851
2025-05-27,paid,88.55,0.00,0.00,0.00,0.00,0.00,5.52,0.00,83.03,USD,DSDB09WYHTF30P7
2025-05-27,paid,743.25,-29.00,0.00,0.00,0.00,0.00,24.80,0.00,689.45,USD,091000014377208
2025-05-26,paid,187.95,0.00,0.00,0.00,0.00,0.00,6.62,0.00,181.33,USD,1042441681290
2025-05-26,paid,158.00,0.00,0.00,0.00,0.00,0.00,9.62,0.00,148.38,USD,GQGIKYSJ0XNYMCE
2025-05-25,paid,117.97,0.00,0.00,0.00,0.00,0.00,4.57,0.00,113.40,USD,1042422270303
2025-05-24,paid,81.35,0.00,0.00,0.00,0.00,0.00,2.42,0.00,78.93,USD,1042402833990
2025-05-24,paid,122.52,0.00,0.00,0.00,0.00,0.00,7.53,0.00,114.99,USD,78ECHJNDZ8N1Y7N
2025-05-23,paid,238.89,0.00,0.00,0.00,0.00,0.00,7.68,0.00,231.21,USD,1042380272485
2025-05-23,paid,860.93,-12.04,0.00,0.00,0.00,0.00,29.78,0.00,819.11,USD,111000028709881
2025-05-22,paid,327.71,0.00,0.00,0.00,0.00,0.00,19.64,0.00,308.07,USD,1042358854177
2025-05-22,paid,414.27,0.00,0.00,0.00,0.00,0.00,12.27,0.00,402.00,USD,091000018173453
2025-05-21,paid,363.67,0.00,0.00,0.00,0.00,0.00,11.10,0.00,352.57,USD,1042337989321
2025-05-21,paid,1076.89,-9.95,0.00,-1.83,0.00,0.00,31.03,0.00,1034.08,USD,091000015160507
2025-05-20,paid,216.03,0.00,0.00,0.00,0.00,0.00,8.09,0.00,207.94,USD,1042317200109
2025-05-20,paid,1365.00,0.00,0.00,0.00,0.00,0.00,43.15,0.00,1321.85,USD,111000021706830
2025-05-19,paid,198.35,0.00,0.00,0.00,0.00,0.00,6.96,0.00,191.39,USD,1042295954695
2025-05-19,paid,36.99,0.00,0.00,0.00,0.00,0.00,2.48,0.00,34.51,USD,T47UPVFTROFRJZN
2025-05-19,paid,1420.53,-12.76,0.00,0.00,0.00,0.00,42.81,0.00,1364.96,USD,111000025284782
2025-05-18,paid,157.47,0.00,0.00,0.00,0.00,0.00,4.70,0.00,152.77,USD,1042276211293
2025-05-18,paid,162.75,0.00,0.00,0.00,0.00,0.00,9.90,0.00,152.85,USD,XCKBE6H72CUOREI
2025-05-17,paid,197.97,0.00,0.00,0.00,0.00,0.00,8.38,0.00,189.59,USD,1042256295398
2025-05-17,paid,87.99,0.00,0.00,0.00,0.00,0.00,5.49,0.00,82.50,USD,R6VZYMOD0K9RSJB
2025-05-16,paid,101.98,0.00,0.00,0.00,0.00,0.00,3.25,0.00,98.73,USD,1042233503230
2025-05-16,paid,1726.01,0.00,0.00,0.00,0.00,0.00,50.11,0.00,1675.90,USD,111000028957106
2025-05-15,paid,95.20,0.00,0.00,0.00,0.00,0.00,2.78,0.00,92.42,USD,1042211248852
2025-05-15,paid,81.35,0.00,0.00,0.00,0.00,0.00,2.42,0.00,78.93,USD,
2025-05-14,paid,267.09,0.00,0.00,0.00,0.00,0.00,10.80,0.00,256.29,USD,1042189608038
2025-05-14,paid,139.00,0.00,0.00,0.00,0.00,0.00,8.50,0.00,130.50,USD,FO6KMGD71UWOPOX
2025-05-14,paid,845.81,0.00,2.55,-4.83,0.00,0.00,27.32,0.00,816.21,USD,111000029365294
2025-05-13,paid,36.99,0.00,0.00,0.00,0.00,0.00,1.78,0.00,35.21,USD,1042168775769
2025-05-13,paid,3543.94,-6.42,0.00,0.00,0.00,0.00,110.85,0.00,3426.67,USD,111000020605175
2025-05-12,paid,404.49,0.00,0.00,0.00,0.00,0.00,20.99,0.00,383.50,USD,1042146875733
2025-05-12,paid,1312.92,-38.97,0.58,-8.54,0.00,0.00,40.50,0.00,1225.49,USD,091000012212565
2025-05-11,paid,368.42,-38.97,0.00,0.00,0.00,0.00,13.39,0.00,316.06,USD,1042127518946
2025-05-11,paid,81.55,0.00,0.00,0.00,0.00,0.00,5.11,0.00,76.44,USD,3LI2K10VSM4YVHE
2025-05-10,paid,564.83,0.00,0.00,0.00,0.00,0.00,22.09,0.00,542.74,USD,1042107050795
2025-05-09,paid,33.62,0.00,0.00,0.00,0.00,0.00,1.17,0.00,32.45,USD,1042083884846
2025-05-09,paid,94.47,0.00,0.00,0.00,0.00,0.00,5.87,0.00,88.60,USD,WHEI0UBP88I8EUC
2025-05-09,paid,638.40,0.00,0.00,0.00,0.00,0.00,21.43,0.00,616.97,USD,091000010584780
2025-05-08,paid,175.66,0.00,0.00,0.00,0.00,0.00,6.07,0.00,169.59,USD,1042061932397
2025-05-08,paid,276.73,0.00,0.00,0.00,0.00,0.00,9.09,0.00,267.64,USD,091000018233275
2025-05-07,paid,80.39,0.00,0.00,0.00,0.00,0.00,2.39,0.00,78.00,USD,1042040187873
2025-05-07,paid,110.95,0.00,0.00,0.00,0.00,0.00,3.18,0.00,107.77,USD,091000016140198
2025-05-06,paid,869.63,0.00,0.00,0.00,0.00,0.00,30.10,0.00,839.53,USD,091000015275841
2025-05-05,paid,82.03,0.00,0.00,0.00,0.00,0.00,6.83,0.00,75.20,USD,1041995463043
2025-05-05,paid,82.35,0.00,0.00,0.00,0.00,0.00,2.44,0.00,79.91,USD,091000019458074
2025-05-03,paid,226.75,0.00,0.00,0.00,0.00,0.00,8.90,0.00,217.85,USD,1041952239358
2025-05-02,paid,254.52,0.00,0.00,-3.25,0.00,0.00,10.03,0.00,241.24,USD,091000012623190
2025-05-01,paid,103.96,0.00,0.00,0.00,0.00,0.00,3.30,0.00,100.66,USD,091000010067874
2025-04-30,paid,178.89,0.00,0.00,0.00,0.00,0.00,5.93,0.00,172.96,USD,1041877225194
2025-04-30,paid,64.54,0.00,0.00,0.00,0.00,0.00,1.98,0.00,62.56,USD,
2025-04-29,paid,77.94,0.00,0.00,0.00,0.00,0.00,3.70,0.00,74.24,USD,1041855955714
2025-04-29,paid,829.15,0.00,0.00,0.00,0.00,0.00,26.45,0.00,802.70,USD,091000016679234
2025-04-28,paid,66.74,0.00,0.00,0.00,0.00,0.00,2.04,0.00,64.70,USD,1041832743458
2025-04-28,paid,455.87,-145.08,0.00,0.00,0.00,0.00,13.99,0.00,296.80,USD,111000028405982
2025-04-27,paid,254.35,0.00,0.00,0.00,0.00,0.00,6.91,0.00,247.44,USD,1041812503937
2025-04-25,paid,203.23,0.00,0.00,0.00,0.00,0.00,7.55,0.00,195.68,USD,1041769266715
2025-04-25,paid,145.84,0.00,5.62,-2.95,0.00,0.00,4.83,0.00,143.68,USD,091000010891324
2025-04-24,paid,37.99,0.00,0.00,0.00,0.00,0.00,1.29,0.00,36.70,USD,1041747612956
2025-04-24,paid,131.69,-66.47,0.00,-9.04,0.00,0.00,4.02,0.00,52.16,USD,091000016771030
2025-04-23,paid,84.00,0.00,0.00,0.00,0.00,0.00,2.48,0.00,81.52,USD,1041726979787
2025-04-23,paid,210.90,0.00,0.00,0.00,0.00,0.00,6.38,0.00,204.52,USD,111000028117614
2025-04-22,paid,162.74,0.00,0.00,0.00,0.00,0.00,10.20,0.00,152.54,USD,2LOID2PE2HFRZOQ
2025-04-22,paid,784.59,0.00,0.00,0.00,0.00,0.00,24.08,0.00,760.51,USD,111000026206399
2025-04-21,paid,143.61,0.00,0.00,0.00,0.00,0.00,4.87,0.00,138.74,USD,1041685972697
2025-04-21,paid,86.55,0.00,0.00,0.00,0.00,0.00,5.41,0.00,81.14,USD,4DXCVK0YAYWW6N0
2025-04-21,paid,175.34,0.00,0.00,0.00,0.00,0.00,5.16,0.00,170.18,USD,091000018159580
2025-04-20,paid,82.35,0.00,0.00,0.00,0.00,0.00,3.36,0.00,78.99,USD,1041668912221
2025-04-19,paid,118.54,0.00,0.00,0.00,0.00,0.00,4.20,0.00,114.34,USD,1041649904611
2025-04-18,paid,177.89,0.00,0.00,0.00,0.00,0.00,5.23,0.00,172.66,USD,1041628688522
2025-04-18,paid,144.97,0.00,0.00,0.00,0.00,0.00,5.44,0.00,139.53,USD,091000019607507
2025-04-17,paid,264.65,0.00,0.00,0.00,0.00,0.00,16.93,0.00,247.72,USD,1041607683430
2025-04-17,paid,66.74,0.00,0.00,0.00,0.00,0.00,2.04,0.00,64.70,USD,091000019238739
2025-04-16,paid,257.52,0.00,0.00,0.00,0.00,0.00,10.46,0.00,247.06,USD,1041586735371
2025-04-16,paid,72.59,0.00,0.00,0.00,0.00,0.00,2.48,0.00,70.11,USD,091000016475311
2025-04-15,paid,32.79,0.00,0.00,0.00,0.00,0.00,1.15,0.00,31.64,USD,1041564702696
2025-04-15,paid,81.55,0.00,0.00,0.00,0.00,0.00,5.11,0.00,76.44,USD,PE6C7MS2P7BPPM3
2025-04-15,paid,987.27,-1.48,0.00,0.00,0.00,0.00,29.22,0.00,956.57,USD,091000010742132
2025-04-14,paid,90.95,0.00,0.00,0.00,0.00,0.00,2.66,0.00,88.29,USD,1041543484624
2025-04-14,paid,66.74,0.00,0.00,0.00,0.00,0.00,4.24,0.00,62.50,USD,SXTZQK8Y5T1YABF
2025-04-14,paid,213.95,0.00,0.00,-5.02,0.00,0.00,6.47,0.00,202.46,USD,111000026572030
2025-04-13,paid,85.24,0.00,0.00,0.00,0.00,0.00,3.46,0.00,81.78,USD,1041522988891
2025-04-12,paid,160.49,0.00,0.00,0.00,0.00,0.00,6.06,0.00,154.43,USD,1041502669429
2025-04-12,paid,87.99,0.00,0.00,0.00,0.00,0.00,5.49,0.00,82.50,USD,UBV3ODNFTNEPLGO
2025-04-11,paid,78.13,0.00,0.00,0.00,0.00,0.00,4.91,0.00,73.22,USD,H7NR08ZAK3UNQM8
2025-04-11,paid,296.19,0.00,0.00,0.00,0.00,0.00,9.47,0.00,286.72,USD,091000010784547
2025-04-10,paid,36.99,0.00,0.00,0.00,0.00,0.00,1.78,0.00,35.21,USD,1041458161694
2025-04-10,paid,483.41,-4.22,0.00,0.00,0.00,0.00,19.26,0.00,459.93,USD,111000027509372
2025-04-09,paid,33.62,0.00,0.00,0.00,0.00,0.00,1.66,0.00,31.96,USD,1041436830969
2025-04-09,paid,197.23,0.00,0.00,0.00,0.00,0.00,6.03,0.00,191.20,USD,091000015881288
2025-04-08,paid,86.55,0.00,0.00,0.00,0.00,0.00,3.51,0.00,83.04,USD,1041415552870
2025-04-08,paid,1454.05,-2.90,0.00,0.00,0.00,0.00,43.11,0.00,1408.04,USD,111000023046302
2025-04-07,paid,29.97,0.00,0.00,0.00,0.00,0.00,1.08,0.00,28.89,USD,1041393376759
2025-04-07,paid,323.36,0.00,5.00,-9.56,0.00,0.00,12.66,0.00,306.14,USD,091000015062791
2025-04-06,paid,120.32,0.00,0.00,0.00,0.00,0.00,5.18,0.00,115.14,USD,1041372802972
2025-04-06,paid,39.54,0.00,0.00,0.00,0.00,0.00,2.63,0.00,36.91,USD,7835X2FG0DE5CW1
2025-04-05,paid,76.14,0.00,0.00,0.00,0.00,0.00,2.28,0.00,73.86,USD,1041351978485
2025-04-05,paid,214.00,0.00,0.00,0.00,0.00,0.00,12.93,0.00,201.07,USD,Y1M3A33A4A0HCBZ
2025-04-04,paid,87.99,0.00,0.00,0.00,0.00,0.00,2.59,0.00,85.40,USD,1041328458402
2025-04-04,paid,343.46,0.00,0.00,0.00,0.00,0.00,10.97,0.00,332.49,USD,091000011796114
2025-04-03,paid,468.27,0.00,0.00,0.00,0.00,0.00,13.08,0.00,455.19,USD,1041305966257
2025-04-03,paid,97.87,0.00,0.00,0.00,0.00,0.00,6.07,0.00,91.80,USD,ZULNQ3K09DU3FFR
2025-04-03,paid,144.77,0.00,0.00,0.00,0.00,0.00,4.36,0.00,140.41,USD,091000019798937
2025-04-02,paid,153.29,0.00,0.00,0.00,0.00,0.00,5.37,0.00,147.92,USD,1041283382431
2025-04-02,paid,83.23,0.00,0.00,0.00,0.00,0.00,2.46,0.00,80.77,USD,091000017989696
2025-04-01,paid,78.81,0.00,0.00,0.00,0.00,0.00,4.95,0.00,73.86,USD,ZZXUQJWS5BW27E2
2025-04-01,paid,647.41,0.00,0.00,0.00,0.00,0.00,22.51,0.00,624.90,USD,091000017756541
2025-03-31,paid,256.52,0.00,0.00,0.00,0.00,0.00,8.49,0.00,248.03,USD,1041235285727
2025-03-31,paid,141.90,-28.64,0.00,0.00,0.00,0.00,3.99,0.00,109.27,USD,091000018196126
2025-03-30,paid,59.54,0.00,0.00,0.00,0.00,0.00,1.85,0.00,57.69,USD,1041215683532
2025-03-29,paid,66.74,0.00,0.00,0.00,0.00,0.00,2.04,0.00,64.70,USD,1041195677151
2025-03-28,paid,134.13,0.00,0.00,0.00,0.00,0.00,8.51,0.00,125.62,USD,QZUTLNP7DLPU9PA
2025-03-28,paid,291.78,0.00,0.00,0.00,0.00,0.00,12.02,0.00,279.76,USD,091000019228406
2025-03-27,paid,247.52,-56.59,0.00,0.00,0.00,0.00,8.26,0.00,182.67,USD,1041148486668
2025-03-27,paid,254.35,0.00,0.00,0.00,0.00,0.00,7.22,0.00,247.13,USD,091000017825105
2025-03-26,paid,0.00,-70.00,0.00,0.00,0.00,0.00,0.00,0.00,-70.00,USD,Y8E6MWDRQKKTRDC
2025-03-26,paid,294.95,0.00,0.00,0.00,0.00,0.00,9.69,0.00,285.26,USD,091000015660786
2025-03-25,paid,239.56,0.00,0.00,0.00,0.00,0.00,7.13,0.00,232.43,USD,1041106756929
2025-03-25,paid,111.00,0.00,0.00,0.00,0.00,0.00,6.85,0.00,104.15,USD,RUV69VWPRNCINZX
2025-03-25,paid,551.33,0.00,0.00,0.00,0.00,0.00,16.14,0.00,535.19,USD,091000015788801
2025-03-24,paid,273.05,0.00,0.00,0.00,0.00,0.00,11.27,0.00,261.78,USD,1041085473472
2025-03-24,paid,111.32,0.00,16.52,-12.26,0.00,0.00,3.92,0.00,111.66,USD,091000011691688
2025-03-23,paid,256.99,0.00,0.00,0.00,0.00,0.00,9.95,0.00,247.04,USD,1041065507943
2025-03-22,paid,172.50,0.00,0.00,0.00,0.00,0.00,5.08,0.00,167.42,USD,1041045569100
2025-03-21,paid,200.57,0.00,0.00,0.00,0.00,0.00,6.59,0.00,193.98,USD,1041023266910
2025-03-21,paid,302.06,0.00,0.00,0.00,0.00,0.00,9.36,0.00,292.70,USD,091000010286115
2025-03-20,paid,254.03,0.00,0.00,0.00,0.00,0.00,7.51,0.00,246.52,USD,1041001352659
2025-03-20,paid,78.13,0.00,0.00,0.00,0.00,0.00,4.91,0.00,73.22,USD,TU51GJFUTW6I0FR
2025-03-20,paid,182.96,0.00,0.00,0.00,0.00,0.00,6.04,0.00,176.92,USD,091000019251352
2025-03-19,paid,351.86,0.00,0.00,0.00,0.00,0.00,10.66,0.00,341.20,USD,091000016004899
2025-03-18,paid,1336.24,0.00,0.00,0.00,0.00,0.00,40.67,0.00,1295.57,USD,091000015498871
2025-03-17,paid,107.00,0.00,0.00,0.00,0.00,0.00,3.08,0.00,103.92,USD,1040938437801
2025-03-17,paid,769.06,0.00,0.00,0.00,0.00,0.00,23.21,0.00,745.85,USD,091000014955561
2025-03-16,paid,248.25,0.00,0.00,0.00,0.00,0.00,6.75,0.00,241.50,USD,1040918248148
2025-03-15,paid,276.27,0.00,0.00,0.00,0.00,0.00,9.25,0.00,267.02,USD,1040897481254
2025-03-14,paid,30.94,0.00,0.00,0.00,0.00,0.00,1.10,0.00,29.84,USD,1040874400246
2025-03-14,paid,93.62,0.00,0.00,0.00,0.00,0.00,5.82,0.00,87.80,USD,B6JSCMHGCAV824H
2025-03-14,paid,547.62,0.00,0.00,-1.95,0.00,0.00,16.05,0.00,529.62,USD,091000012463323
2025-03-13,paid,36.99,0.00,0.00,0.00,0.00,0.00,1.26,0.00,35.73,USD,1040852789814
2025-03-13,paid,814.55,-15.71,0.00,0.00,0.00,0.00,27.89,0.00,770.95,USD,091000018048663
2025-03-12,paid,87.99,0.00,0.00,0.00,0.00,0.00,2.59,0.00,85.40,USD,1040831971927
2025-03-12,paid,601.57,0.00,0.00,0.00,0.00,0.00,17.45,0.00,584.12,USD,091000016594510
2025-03-11,paid,165.07,0.00,0.00,0.00,0.00,0.00,6.74,0.00,158.33,USD,1040811163781
2025-03-11,paid,81.55,0.00,0.00,0.00,0.00,0.00,5.11,0.00,76.44,USD,M2HEYHWR0ZME0QY
2025-03-11,paid,975.08,-3.28,0.00,0.00,0.00,0.00,30.64,0.00,941.16,USD,091000015808465
2025-03-10,paid,38.97,0.00,0.00,0.00,0.00,0.00,1.85,0.00,37.12,USD,1040789792524
2025-03-10,paid,368.93,0.00,13.54,0.00,0.00,0.00,14.83,0.00,367.64,USD,091000015414791
2025-03-07,paid,193.55,0.00,0.00,0.00,0.00,0.00,6.59,0.00,186.96,USD,1040726995097
2025-03-07,paid,472.57,0.00,0.00,0.00,0.00,0.00,13.78,0.00,458.79,USD,091000011554522
2025-03-06,paid,434.26,0.00,0.00,0.00,0.00,0.00,13.61,0.00,420.65,USD,091000018020633
2025-03-05,paid,182.09,0.00,0.00,0.00,0.00,0.00,6.37,0.00,175.72,USD,1040684353827
2025-03-05,paid,310.28,0.00,0.00,0.00,0.00,0.00,9.27,0.00,301.01,USD,091000017714733
2025-03-04,paid,886.89,0.00,0.00,0.00,0.00,0.00,28.23,0.00,858.66,USD,091000017715374
2025-03-03,paid,225.30,0.00,0.00,0.00,0.00,0.00,7.84,0.00,217.46,USD,1040640434865
2025-03-03,paid,82.55,0.00,0.00,0.00,0.00,0.00,5.17,0.00,77.38,USD,SLNY3977SFVRXCZ
2025-03-03,paid,340.42,0.00,0.00,0.00,0.00,0.00,10.35,0.00,330.07,USD,091000016424575
2025-03-02,paid,37.97,0.00,0.00,0.00,0.00,0.00,1.82,0.00,36.15,USD,1040618792280
2025-03-01,paid,84.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,78.74,USD,OZN0HG8D9B8KI57
2025-02-28,paid,160.26,0.00,0.00,0.00,0.00,0.00,11.97,0.00,148.29,USD,1040562853896
2025-02-28,paid,830.76,0.00,0.00,0.00,0.00,0.00,24.31,0.00,806.45,USD,091000017552344
2025-02-27,paid,32.79,0.00,0.00,0.00,0.00,0.00,1.15,0.00,31.64,USD,1040539480372
2025-02-27,paid,159.48,0.00,0.00,0.00,0.00,0.00,10.01,0.00,149.47,USD,F8EVB4I54GERR13
2025-02-27,paid,421.52,0.00,0.00,0.00,0.00,0.00,13.88,0.00,407.64,USD,091000018712756
2025-02-26,paid,158.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,152.00,USD,1040519586104
2025-02-26,paid,363.03,0.00,0.00,0.00,0.00,0.00,11.76,0.00,351.27,USD,091000016511370
2025-02-25,paid,249.49,0.00,0.00,0.00,0.00,0.00,8.39,0.00,241.10,USD,1040497912871
2025-02-25,paid,1332.89,0.00,0.00,0.00,0.00,0.00,43.92,0.00,1288.97,USD,091000016362125
2025-02-24,paid,82.55,0.00,0.00,0.00,0.00,0.00,2.45,0.00,80.10,USD,1040477482803
2025-02-24,paid,374.27,-76.13,0.00,0.00,0.00,0.00,11.90,0.00,286.24,USD,091000013072022
2025-02-23,paid,274.82,0.00,0.00,0.00,0.00,0.00,10.10,0.00,264.72,USD,1040458470758
2025-02-21,paid,37.97,0.00,0.00,0.00,0.00,0.00,1.29,0.00,36.68,USD,1040417238242
2025-02-21,paid,82.55,0.00,0.00,0.00,0.00,0.00,5.17,0.00,77.38,USD,BZRNBT43J6TN0R8
2025-02-21,paid,616.45,0.00,0.00,0.00,0.00,0.00,23.93,0.00,592.52,USD,091000010557774
2025-02-20,paid,82.94,0.00,0.00,0.00,0.00,0.00,2.46,0.00,80.48,USD,1040396609772
2025-02-20,paid,819.20,0.00,0.00,0.00,0.00,0.00,25.15,0.00,794.05,USD,091000019389275
2025-02-19,paid,93.50,0.00,0.00,0.00,0.00,0.00,2.73,0.00,90.77,USD,1040376764367
2025-02-19,paid,82.94,0.00,0.00,0.00,0.00,0.00,5.19,0.00,77.75,USD,MGGZ9468KXR0546
2025-02-19,paid,3095.96,0.00,0.00,0.00,0.00,0.00,101.66,0.00,2994.30,USD,091000016437002
2025-02-18,paid,76.94,0.00,0.00,0.00,0.00,0.00,2.60,0.00,74.34,USD,1040356839167
2025-02-18,paid,98.35,0.00,0.00,0.00,0.00,0.00,6.10,0.00,92.25,USD,TW1OC2SG173ZE7Q
2025-02-18,paid,549.22,0.00,1.52,-9.76,0.00,0.00,18.45,0.00,522.53,USD,091000011928283
