order_name,created_at,financial_status,fulfillment_status,total,subtotal,shipping,tax,refunded,discounts
"#14793","2025-03-16T22:19:31Z","PAID","FULFILLED","37.99","0","0","0","0","0"
"#14794","2025-03-16T23:32:52Z","PAID","FULFILLED","37.97","0","0","0","0","0"
"#14795","2025-03-17T10:59:04Z","PAID","FULFILLED","38.74","0","0","0","0","0"
"#14796","2025-03-17T12:37:55Z","PAID","FULFILLED","158.0","0","0","0","0","0"
"#14797","2025-03-17T15:17:07Z","PAID","FULFILLED","38.74","0","0","0","0","0"
"#14798","2025-03-17T20:19:20Z","PAID","FULFILLED","35.63","0","0","0","0","0"
"#14799","2025-03-17T21:10:32Z","PAID","FULFILLED","80.75","0","0","0","0","0"
"#14800","2025-03-18T15:17:08Z","PAID","FULFILLED","66.74","0","0","0","0","0"
"#14801","2025-03-18T18:00:46Z","PAID","PARTIALLY_FULFILLED","37.97","0","0","0","0","0"
"#14802","2025-03-18T18:37:40Z","PAID","FULFILLED","108.0","0","0","0","0","0"
"#14803","2025-03-18T20:22:50Z","PAID","FULFILLED","36.99","0","0","0","0","0"
"#14804","2025-03-18T21:34:53Z","PAID","FULFILLED","111.15","0","0","0","0","0"
"#14805","2025-03-18T22:19:42Z","PAID","FULFILLED","76.14","0","0","0","0","0"
"#14806","2025-03-19T01:12:45Z","PAID","FULFILLED","81.55","0","0","0","0","0"
"#14807","2025-03-19T03:10:28Z","PAID","FULFILLED","78.13","0","0","0","0","0"
"#14808","2025-03-19T04:03:28Z","PAID","FULFILLED","66.74","0","0","0","0","0"
"#14809","2025-03-19T11:41:07Z","PAID","FULFILLED","65.92","0","0","0","0","0"
"#14810","2025-03-19T17:19:59Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14811","2025-03-19T17:39:46Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14812","2025-03-19T17:42:08Z","PAID","FULFILLED","34.95","0","0","0","0","0"
"#14813","2025-03-19T20:35:29Z","PAID","FULFILLED","37.97","0","0","0","0","0"
"#14814","2025-03-19T23:30:22Z","PAID","FULFILLED","80.85","0","0","0","0","0"
"#14815","2025-03-20T00:51:46Z","PAID","FULFILLED","29.97","0","0","0","0","0"
"#14816","2025-03-20T01:47:43Z","PAID","FULFILLED","145.86","0","0","0","0","0"
"#14817","2025-03-20T13:18:43Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14818","2025-03-20T13:20:13Z","PAID","UNFULFILLED","0.0","0","0","0","0","0"
"#14819","2025-03-20T13:43:07Z","PAID","FULFILLED","30.66","0","0","0","0","0"
"#14820","2025-03-20T14:01:23Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14821","2025-03-20T21:59:54Z","PAID","FULFILLED","81.35","0","0","0","0","0"
"#14822","2025-03-20T22:17:36Z","PAID","FULFILLED","90.95","0","0","0","0","0"
"#14823","2025-03-21T00:46:14Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14824","2025-03-21T01:36:52Z","PAID","FULFILLED","81.55","0","0","0","0","0"
"#14825","2025-03-21T03:23:02Z","PAID","FULFILLED","81.35","0","0","0","0","0"
"#14826","2025-03-21T13:26:52Z","PAID","FULFILLED","39.39","0","0","0","0","0"
"#14827","2025-03-21T14:12:29Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14828","2025-03-21T14:29:49Z","PAID","FULFILLED","84.55","0","0","0","0","0"
"#14829","2025-03-21T23:20:57Z","PAID","FULFILLED","83.91","0","0","0","0","0"
"#14830","2025-03-22T03:34:32Z","PAID","FULFILLED","139.0","0","0","0","0","0"
"#14831","2025-03-22T14:19:31Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14832","2025-03-22T14:24:08Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14833","2025-03-22T14:26:37Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14834","2025-03-22T16:09:50Z","PAID","FULFILLED","76.14","0","0","0","0","0"
"#14835","2025-03-22T16:50:42Z","PAID","FULFILLED","118.75","0","0","0","0","0"
"#14836","2025-03-22T17:18:38Z","PAID","FULFILLED","81.35","0","0","0","0","0"
"#14837","2025-03-22T20:06:35Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14838","2025-03-22T21:06:58Z","PAID","FULFILLED","107.0","0","0","0","0","0"
"#14839","2025-03-23T02:21:42Z","PAID","FULFILLED","81.35","0","0","0","0","0"
"#14840","2025-03-23T02:43:55Z","PAID","FULFILLED","87.35","0","0","0","0","0"
"#14841","2025-03-23T05:32:42Z","PAID","FULFILLED","58.07","0","0","0","0","0"
"#14842","2025-03-23T11:53:51Z","PAID","FULFILLED","142.75","0","0","0","0","0"
"#14843","2025-03-23T16:49:26Z","PAID","FULFILLED","80.39","0","0","0","0","0"
"#14844","2025-03-23T18:03:41Z","PAID","FULFILLED","110.15","0","0","0","0","0"
"#14845","2025-03-23T22:54:33Z","PAID","FULFILLED","38.74","0","0","0","0","0"
"#14846","2025-03-24T02:03:35Z","PAID","FULFILLED","67.54","0","0","0","0","0"
"#14847","2025-03-24T05:52:23Z","PAID","FULFILLED","111.0","0","0","0","0","0"
"#14848","2025-03-24T06:17:23Z","PAID","FULFILLED","58.07","0","0","0","0","0"
"#14849","2025-03-24T10:53:59Z","PAID","FULFILLED","81.35","0","0","0","0","0"
"#14850","2025-03-24T13:32:00Z","PAID","FULFILLED","46.4","0","0","0","0","0"
"#14851","2025-03-24T17:52:58Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14852","2025-03-24T21:38:49Z","PAID","FULFILLED","87.99","0","0","0","0","0"
"#14853","2025-03-25T01:13:16Z","PAID","FULFILLED","173.0","0","0","0","0","0"
"#14854","2025-03-25T16:29:53Z","PAID","UNFULFILLED","0.0","0","0","0","0","0"
"#14855","2025-03-25T19:04:30Z","PAID","FULFILLED","81.35","0","0","0","0","0"
"#14856","2025-03-25T20:11:25Z","PAID","FULFILLED","24.41","0","0","0","0","0"
"#14857","2025-03-25T22:18:11Z","PAID","FULFILLED","23.8","0","0","0","0","0"
"#14858","2025-03-26T01:34:17Z","PAID","FULFILLED","83.75","0","0","0","0","0"
"#14859","2025-03-26T01:53:24Z","PAID","FULFILLED","33.62","0","0","0","0","0"
"#14860","2025-03-26T01:59:11Z","PAID","FULFILLED","82.22","0","0","0","0","0"
"#14861","2025-03-26T02:20:59Z","PAID","FULFILLED","81.55","0","0","0","0","0"
"#14862","2025-03-26T08:34:27Z","PARTIALLY_REFUNDED","FULFILLED","133.65","0","0","0","0","0"
"#14863","2025-03-26T16:05:59Z","PAID","FULFILLED","37.97","0","0","0","0","0"
"#14864","2025-03-26T16:37:35Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14865","2025-03-26T16:41:44Z","PAID","FULFILLED","86.55","0","0","0","0","0"
"#14866","2025-03-26T18:37:17Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14867","2025-03-26T21:59:42Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14868","2025-03-27T05:30:03Z","PAID","FULFILLED","141.9","0","0","0","0","0"
"#14869","2025-03-27T12:49:27Z","PAID","FULFILLED","29.96","0","0","0","0","0"
"#14870","2025-03-27T15:55:56Z","PAID","FULFILLED","64.99","0","0","0","0","0"
"#14871","2025-03-27T17:27:40Z","PAID","FULFILLED","69.14","0","0","0","0","0"
"#14872","2025-03-27T19:44:01Z","PAID","FULFILLED","66.74","0","0","0","0","0"
"#14873","2025-03-28T01:53:13Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14874","2025-03-28T05:40:25Z","PAID","FULFILLED","124.05","0","0","0","0","0"
"#14875","2025-03-28T23:03:52Z","PAID","FULFILLED","59.54","0","0","0","0","0"
"#14876","2025-03-28T23:10:22Z","PAID","FULFILLED","86.55","0","0","0","0","0"
"#14877","2025-03-29T14:12:19Z","PAID","FULFILLED","81.35","0","0","0","0","0"
"#14878","2025-03-29T15:12:43Z","PAID","FULFILLED","81.55","0","0","0","0","0"
"#14879","2025-03-29T16:03:10Z","PAID","FULFILLED","93.62","0","0","0","0","0"
"#14880","2025-03-29T17:29:31Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14881","2025-03-29T20:25:58Z","PAID","FULFILLED","87.99","0","0","0","0","0"
"#14882","2025-03-29T23:49:07Z","PAID","FULFILLED","36.99","0","0","0","0","0"
"#14883","2025-03-30T00:23:14Z","PARTIALLY_REFUNDED","FULFILLED","147.48","0","0","0","0","0"
"#14884","2025-03-30T03:57:08Z","PAID","FULFILLED","83.0","0","0","0","0","0"
"#14885","2025-03-30T16:30:17Z","PAID","FULFILLED","81.35","0","0","0","0","0"
"#14886","2025-03-31T06:13:33Z","PAID","FULFILLED","78.81","0","0","0","0","0"
"#14887","2025-03-31T07:00:13Z","PAID","FULFILLED","58.2","0","0","0","0","0"
"#14888","2025-03-31T07:00:15Z","PAID","FULFILLED","74.19","0","0","0","0","0"
"#14889","2025-03-31T07:00:18Z","PAID","FULFILLED","61.74","0","0","0","0","0"
"#14890","2025-03-31T16:03:28Z","PAID","FULFILLED","86.55","0","0","0","0","0"
"#14891","2025-03-31T20:48:00Z","PAID","FULFILLED","83.23","0","0","0","0","0"
"#14892","2025-03-31T20:59:54Z","PAID","FULFILLED","66.74","0","0","0","0","0"
"#14893","2025-03-31T21:14:26Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14894","2025-04-01T12:25:40Z","PAID","FULFILLED","87.99","0","0","0","0","0"
"#14895","2025-04-01T14:49:17Z","PAID","FULFILLED","33.62","0","0","0","0","0"
"#14896","2025-04-01T21:32:45Z","PAID","FULFILLED","143.28","0","0","0","0","0"
"#14897","2025-04-01T21:53:42Z","PAID","FULFILLED","111.15","0","0","0","0","0"
"#14898","2025-04-01T23:11:22Z","PAID","FULFILLED","237.0","0","0","0","0","0"
"#14899","2025-04-02T03:44:25Z","PAID","FULFILLED","64.99","0","0","0","0","0"
"#14900","2025-04-02T05:22:15Z","PAID","FULFILLED","87.99","0","0","0","0","0"
"#14901","2025-04-02T11:18:01Z","PAID","FULFILLED","97.87","0","0","0","0","0"
"#14902","2025-04-02T17:23:34Z","PAID","FULFILLED","106.73","0","0","0","0","0"
"#14903","2025-04-02T22:39:27Z","PAID","FULFILLED","83.75","0","0","0","0","0"
"#14904","2025-04-03T02:11:39Z","PAID","FULFILLED","108.0","0","0","0","0","0"
"#14905","2025-04-03T02:13:09Z","PAID","FULFILLED","87.99","0","0","0","0","0"
"#14906","2025-04-03T04:49:59Z","PAID","FULFILLED","56.59","0","0","0","0","0"
"#14907","2025-04-03T05:12:04Z","PAID","FULFILLED","37.97","0","0","0","0","0"
"#14908","2025-04-03T05:54:16Z","PAID","FULFILLED","40.47","0","0","0","0","0"
"#14909","2025-04-03T09:28:34Z","PAID","FULFILLED","30.73","0","0","0","0","0"
"#14910","2025-04-03T14:50:54Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14911","2025-04-03T15:05:07Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14912","2025-04-03T15:10:32Z","PAID","FULFILLED","29.96","0","0","0","0","0"
"#14913","2025-04-03T19:56:00Z","PAID","FULFILLED","40.66","0","0","0","0","0"
"#14914","2025-04-03T20:19:25Z","PAID","FULFILLED","83.42","0","0","0","0","0"
"#14915","2025-04-03T20:47:30Z","PAID","FULFILLED","76.14","0","0","0","0","0"
"#14916","2025-04-03T23:32:21Z","PAID","FULFILLED","120.81","0","0","0","0","0"
"#14917","2025-04-04T00:53:40Z","PAID","FULFILLED","214.0","0","0","0","0","0"
"#14918","2025-04-04T01:46:38Z","PAID","FULFILLED","58.07","0","0","0","0","0"
"#14919","2025-04-04T02:42:06Z","PAID","FULFILLED","81.35","0","0","0","0","0"
"#14920","2025-04-04T03:22:26Z","PAID","FULFILLED","40.79","0","0","0","0","0"
"#14921","2025-04-04T12:37:21Z","PAID","FULFILLED","81.35","0","0","0","0","0"
"#14922","2025-04-04T22:11:49Z","PAID","FULFILLED","38.97","0","0","0","0","0"
"#14923","2025-04-04T22:17:50Z","PAID","FULFILLED","75.58","0","0","0","0","0"
"#14924","2025-04-05T01:47:40Z","PAID","FULFILLED","84.0","0","0","0","0","0"
"#14925","2025-04-05T02:49:13Z","PAID","FULFILLED","39.54","0","0","0","0","0"
"#14926","2025-04-05T02:53:23Z","PAID","FULFILLED","138.55","0","0","0","0","0"
"#14927","2025-04-05T13:28:24Z","PAID","FULFILLED","29.97","0","0","0","0","0"
"#14928","2025-04-05T16:58:23Z","PAID","FULFILLED","137.75","0","0","0","0","0"
"#14929","2025-04-05T17:24:01Z","PAID","FULFILLED","258.75","0","0","0","0","0"
"#14930","2025-04-05T18:46:47Z","PAID","FULFILLED","83.95","0","0","0","0","0"
"#14931","2025-04-05T20:31:36Z","PAID","FULFILLED","87.99","0","0","0","0","0"
"#14932","2025-04-05T20:57:36Z","PAID","FULFILLED","85.99","0","0","0","0","0"
"#14933","2025-04-06T08:02:43Z","PAID","FULFILLED","81.55","0","0","0","0","0"
"#14934","2025-04-06T14:00:55Z","PAID","FULFILLED","38.97","0","0","0","0","0"
"#14935","2025-04-06T16:31:54Z","PAID","UNFULFILLED","218.0","0","0","0","0","0"
"#14936","2025-04-06T22:56:32Z","PAID","FULFILLED","69.82","0","0","0","0","0"
"#14937","2025-04-06T23:21:46Z","PAID","FULFILLED","87.99","0","0","0","0","0"
"#14938","2025-04-06T23:24:07Z","PAID","FULFILLED","57.42","0","0","0","0","0"
"#14939","2025-04-07T00:20:27Z","PAID","FULFILLED","37.99","0","0","0","0","0"
"#14940","2025-04-07T03:19:43Z","PAID","FULFILLED","86.55","0","0","0","0","0"
"#14941","2025-04-07T04:37:04Z","PAID","FULFILLED","48.09","0","0","0","0","0"
"#14942","2025-04-07T13:28:33Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14943","2025-04-07T14:45:02Z","PAID","FULFILLED","110.15","0","0","0","0","0"
"#14944","2025-04-07T15:21:09Z","PAID","FULFILLED","33.62","0","0","0","0","0"
"#14945","2025-04-07T19:54:09Z","PAID","FULFILLED","56.0","0","0","0","0","0"
"#14946","2025-04-07T19:54:38Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14947","2025-04-07T20:23:51Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14948","2025-04-07T23:37:13Z","PAID","FULFILLED","111.15","0","0","0","0","0"
"#14949","2025-04-08T01:29:42Z","PAID","FULFILLED","95.2","0","0","0","0","0"
"#14950","2025-04-08T06:56:31Z","PAID","FULFILLED","30.31","0","0","0","0","0"
"#14951","2025-04-08T14:58:21Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14952","2025-04-08T16:36:07Z","PAID","FULFILLED","81.55","0","0","0","0","0"
"#14953","2025-04-08T16:54:41Z","PAID","FULFILLED","36.99","0","0","0","0","0"
"#14954","2025-04-08T17:23:04Z","PAID","FULFILLED","175.81","0","0","0","0","0"
"#14955","2025-04-08T21:55:21Z","PAID","FULFILLED","126.64","0","0","0","0","0"
"#14956","2025-04-09T00:23:56Z","PAID","FULFILLED","58.07","0","0","0","0","0"
"#14957","2025-04-09T02:09:26Z","PAID","FULFILLED","41.52","0","0","0","0","0"
"#14958","2025-04-09T03:41:19Z","PAID","FULFILLED","115.92","0","0","0","0","0"
"#14959","2025-04-09T04:03:15Z","PAID","FULFILLED","40.76","0","0","0","0","0"
"#14960","2025-04-09T04:12:09Z","PAID","FULFILLED","56.0","0","0","0","0","0"
"#14961","2025-04-09T05:54:12Z","PAID","FULFILLED","41.91","0","0","0","0","0"
"#14962","2025-04-09T13:50:45Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14963","2025-04-09T14:43:36Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14964","2025-04-09T20:29:40Z","PAID","FULFILLED","38.97","0","0","0","0","0"
"#14965","2025-04-09T20:50:15Z","PAID","FULFILLED","83.23","0","0","0","0","0"
"#14966","2025-04-10T01:59:52Z","PAID","FULFILLED","78.13","0","0","0","0","0"
"#14967","2025-04-10T02:59:34Z","PAID","FULFILLED","36.99","0","0","0","0","0"
"#14968","2025-04-10T05:19:57Z","PAID","FULFILLED","37.97","0","0","0","0","0"
"#14969","2025-04-10T05:52:25Z","PAID","FULFILLED","61.46","0","0","0","0","0"
"#14970","2025-04-10T07:03:17Z","PAID","FULFILLED","169.6","0","0","0","0","0"
"#14971","2025-04-10T09:20:19Z","PAID","FULFILLED","74.84","0","0","0","0","0"
"#14972","2025-04-10T19:18:21Z","PAID","FULFILLED","102.12","0","0","0","0","0"
"#14973","2025-04-10T23:29:13Z","PAID","FULFILLED","122.52","0","0","0","0","0"
"#14974","2025-04-11T00:15:45Z","PAID","FULFILLED","86.55","0","0","0","0","0"
"#14975","2025-04-11T02:39:54Z","PAID","FULFILLED","168.0","0","0","0","0","0"
"#14976","2025-04-11T04:15:51Z","PAID","FULFILLED","85.24","0","0","0","0","0"
"#14977","2025-04-11T09:35:46Z","PAID","FULFILLED","36.99","0","0","0","0","0"
"#14978","2025-04-11T18:02:38Z","PAID","FULFILLED","87.99","0","0","0","0","0"
"#14979","2025-04-11T18:39:58Z","PAID","FULFILLED","86.15","0","0","0","0","0"
"#14980","2025-04-11T23:18:46Z","PARTIALLY_REFUNDED","FULFILLED","68.22","0","0","0","0","0"
"#14981","2025-04-12T04:04:11Z","PAID","FULFILLED","81.55","0","0","0","0","0"
"#14982","2025-04-12T16:48:54Z","PAID","FULFILLED","81.55","0","0","0","0","0"
"#14983","2025-04-12T17:13:53Z","PAID","FULFILLED","107.0","0","0","0","0","0"
"#14984","2025-04-12T20:57:14Z","PAID","FULFILLED","90.95","0","0","0","0","0"
"#14985","2025-04-12T20:59:54Z","PAID","FULFILLED","87.99","0","0","0","0","0"
"#14986","2025-04-13T03:14:27Z","PAID","FULFILLED","87.35","0","0","0","0","0"
"#14987","2025-04-13T04:23:08Z","PAID","FULFILLED","45.95","0","0","0","0","0"
"#14988","2025-04-13T14:28:43Z","PAID","FULFILLED","97.87","0","0","0","0","0"
"#14989","2025-04-13T17:18:54Z","PAID","FULFILLED","66.74","0","0","0","0","0"
"#14990","2025-04-13T22:05:44Z","PAID","FULFILLED","37.97","0","0","0","0","0"
"#14991","2025-04-13T23:41:25Z","PAID","FULFILLED","32.79","0","0","0","0","0"
"#14992","2025-04-14T01:59:54Z","PAID","FULFILLED","38.97","0","0","0","0","0"
"#14993","2025-04-14T02:29:30Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14994","2025-04-14T02:32:12Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14995","2025-04-14T02:41:37Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14996","2025-04-14T02:46:24Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14997","2025-04-14T04:18:43Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#14998","2025-04-14T05:02:48Z","PAID","FULFILLED","30.63","0","0","0","0","0"
"#14999","2025-04-14T09:30:10Z","PAID","FULFILLED","81.55","0","0","0","0","0"
"#15000","2025-04-14T14:50:20Z","PAID","FULFILLED","33.62","0","0","0","0","0"
"#15001","2025-04-14T17:24:49Z","PAID","FULFILLED","141.55","0","0","0","0","0"
"#15002","2025-04-14T22:29:54Z","PAID","FULFILLED","36.99","0","0","0","0","0"
"#15003","2025-04-15T02:48:23Z","PAID","FULFILLED","78.98","0","0","0","0","0"
"#15004","2025-04-15T03:34:41Z","PAID","FULFILLED","66.74","0","0","0","0","0"
"#15005","2025-04-15T04:04:11Z","PAID","FULFILLED","29.68","0","0","0","0","0"
"#15006","2025-04-15T06:08:06Z","PAID","FULFILLED","50.4","0","0","0","0","0"
"#15007","2025-04-15T16:27:46Z","PAID","FULFILLED","179.9","0","0","0","0","0"
"#15008","2025-04-15T18:57:31Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#15009","2025-04-16T02:58:22Z","PAID","FULFILLED","84.75","0","0","0","0","0"
"#15010","2025-04-16T03:20:35Z","PAID","FULFILLED","107.0","0","0","0","0","0"
"#15011","2025-04-16T04:32:16Z","PAID","FULFILLED","111.15","0","0","0","0","0"
"#15012","2025-04-16T14:08:51Z","PAID","FULFILLED","37.97","0","0","0","0","0"
"#15013","2025-04-16T14:37:03Z","PAID","FULFILLED","60.52","0","0","0","0","0"
"#15014","2025-04-16T18:17:15Z","PAID","FULFILLED","66.74","0","0","0","0","0"
"#15015","2025-04-16T18:45:22Z","PAID","FULFILLED","59.92","0","0","0","0","0"
"#15016","2025-04-16T20:59:26Z","PAID","FULFILLED","40.56","0","0","0","0","0"
"#15017","2025-04-17T00:05:56Z","PAID","FULFILLED","87.99","0","0","0","0","0"
"#15018","2025-04-17T00:18:18Z","PAID","FULFILLED","87.35","0","0","0","0","0"
"#15019","2025-04-17T03:58:00Z","PAID","FULFILLED","119.28","0","0","0","0","0"
"#15020","2025-04-17T11:58:47Z","PAID","FULFILLED","81.55","0","0","0","0","0"
"#15021","2025-04-17T21:36:15Z","PAID","FULFILLED","36.99","0","0","0","0","0"
"#15022","2025-04-18T01:10:37Z","PAID","FULFILLED","21.95","0","0","0","0","0"
"#15023","2025-04-18T03:34:39Z","PAID","FULFILLED","116.35","0","0","0","0","0"
"#15024","2025-04-18T16:07:43Z","PAID","FULFILLED","50.93","0","0","0","0","0"
"#15025","2025-04-18T21:27:36Z","PAID","FULFILLED","82.35","0","0","0","0","0"
"#15026","2025-04-18T21:36:58Z","PAID","FULFILLED","36.99","0","0","0","0","0"
"#15027","2025-04-19T00:33:59Z","PAID","FULFILLED","86.55","0","0","0","0","0"
"#15028","2025-04-19T07:22:54Z","PAID","FULFILLED","107.0","0","0","0","0","0"
"#15029","2025-04-19T07:34:21Z","PAID","FULFILLED","81.35","0","0","0","0","0"
"#15030","2025-04-19T11:35:15Z","PAID","FULFILLED","64.99","0","0","0","0","0"
"#15031","2025-04-19T14:03:04Z","PAID","FULFILLED","104.64","0","0","0","0","0"
"#15032","2025-04-19T14:18:07Z","PAID","FULFILLED","160.35","0","0","0","0","0"
"#15033","2025-04-19T22:52:33Z","PAID","FULFILLED","38.97","0","0","0","0","0"
"#15034","2025-04-19T23:49:04Z","PAID","FULFILLED","30.45","0","0","0","0","0"
"#15035","2025-04-20T02:52:06Z","PAID","FULFILLED","81.55","0","0","0","0","0"
"#15036","2025-04-20T15:01:53Z","PAID","FULFILLED","37.99","0","0","0","0","0"
"#15037","2025-04-20T20:18:14Z","PAID","FULFILLED","67.54","0","0","0","0","0"
"#15038","2025-04-20T22:58:37Z","PAID","FULFILLED","86.55","0","0","0","0","0"
"#15039","2025-04-21T00:48:56Z","PAID","FULFILLED","80.39","0","0","0","0","0"
"#15040","2025-04-21T02:49:28Z","PAID","FULFILLED","80.39","0","0","0","0","0"
"#15041","2025-04-21T16:27:22Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#15042","2025-04-21T18:10:44Z","PAID","FULFILLED","84.0","0","0","0","0","0"
"#15043","2025-04-21T18:15:21Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#15044","2025-04-21T18:43:49Z","PAID","FULFILLED","50.0","0","0","0","0","0"
"#15045","2025-04-21T18:51:12Z","PAID","FULFILLED","80.51","0","0","0","0","0"
"#15046","2025-04-21T22:16:29Z","PAID","FULFILLED","82.35","0","0","0","0","0"
"#15047","2025-04-22T00:37:17Z","PAID","FULFILLED","29.12","0","0","0","0","0"
"#15048","2025-04-22T02:22:49Z","PAID","FULFILLED","89.04","0","0","0","0","0"
"#15049","2025-04-22T03:05:28Z","PAID","FULFILLED","50.14","0","0","0","0","0"
"#15050","2025-04-22T04:01:27Z","PAID","FULFILLED","81.55","0","0","0","0","0"
"#15051","2025-04-22T14:50:10Z","PAID","FULFILLED","37.99","0","0","0","0","0"
"#15052","2025-04-22T20:35:53Z","PAID","FULFILLED","89.43","0","0","0","0","0"
"#15053","2025-04-23T01:50:12Z","PAID","FULFILLED","81.55","0","0","0","0","0"
"#15054","2025-04-23T06:45:32Z","PAID","FULFILLED","37.97","0","0","0","0","0"
"#15055","2025-04-23T15:26:24Z","PAID","FULFILLED","31.94","0","0","0","0","0"
"#15056","2025-04-23T18:50:39Z","PAID","FULFILLED","86.55","0","0","0","0","0"
"#15057","2025-04-24T01:18:01Z","PAID","FULFILLED","38.74","0","0","0","0","0"
"#15058","2025-04-24T01:19:29Z","PAID","FULFILLED","38.97","0","0","0","0","0"
"#15059","2025-04-24T01:57:11Z","PAID","FULFILLED","38.97","0","0","0","0","0"
"#15060","2025-04-24T02:33:50Z","PAID","FULFILLED","19.86","0","0","0","0","0"
"#15061","2025-04-24T03:25:01Z","PAID","FULFILLED","29.68","0","0","0","0","0"
"#15062","2025-04-24T06:24:49Z","PAID","FULFILLED","163.75","0","0","0","0","0"
"#15063","2025-04-24T11:01:31Z","PAID","FULFILLED","93.62","0","0","0","0","0"
"#15064","2025-04-24T11:51:08Z","PAID","FULFILLED","111.15","0","0","0","0","0"
"#15065","2025-04-24T16:11:23Z","PAID","FULFILLED","87.35","0","0","0","0","0"
"#15066","2025-04-25T01:52:04Z","PAID","FULFILLED","39.34","0","0","0","0","0"
"#15067","2025-04-25T02:12:36Z","PAID","FULFILLED","80.0","0","0","0","0","0"
"#15068","2025-04-25T14:00:15Z","PAID","FULFILLED","81.55","0","0","0","0","0"
"#15069","2025-04-25T17:05:39Z","PAID","FULFILLED","89.88","0","0","0","0","0"
"#15070","2025-04-25T17:43:41Z","PAID","FULFILLED","37.97","0","0","0","0","0"
"#15071","2025-04-25T17:45:28Z","PAID","FULFILLED","29.82","0","0","0","0","0"
"#15072","2025-04-25T21:04:47Z","PAID","FULFILLED","254.35","0","0","0","0","0"
"#15073","2025-04-26T06:24:22Z","PAID","FULFILLED","66.74","0","0","0","0","0"
"#15074","2025-04-26T15:59:54Z","PAID","FULFILLED","66.74","0","0","0","0","0"
"#15075","2025-04-26T18:39:24Z","PAID","FULFILLED","36.99","0","0","0","0","0"
"#15076","2025-04-26T22:59:05Z","PAID","FULFILLED","82.06","0","0","0","0","0"
"#15077","2025-04-26T23:34:12Z","PAID","FULFILLED","66.74","0","0","0","0","0"
"#15078","2025-04-27T02:01:35Z","PAID","FULFILLED","261.8","0","0","0","0","0"
"#15079","2025-04-27T06:17:08Z","PAID","FULFILLED","38.97","0","0","0","0","0"
"#15080","2025-04-27T11:50:00Z","PAID","FULFILLED","90.51","0","0","0","0","0"
"#15081","2025-04-27T15:02:52Z","PAID","FULFILLED","36.99","0","0","0","0","0"
"#15082","2025-04-27T16:01:15Z","REFUNDED","UNFULFILLED","38.97","0","0","0","0","0"
"#15083","2025-04-27T18:34:40Z","PAID","FULFILLED","38.97","0","0","0","0","0"
"#15084","2025-04-28T04:34:01Z","PAID","FULFILLED","40.95","0","0","0","0","0"
"#15085","2025-04-28T04:41:12Z","PAID","FULFILLED","110.15","0","0","0","0","0"
"#15086","2025-04-28T18:44:56Z","PAID","FULFILLED","64.54","0","0","0","0","0"
"#15087","2025-04-28T22:14:51Z","PAID","FULFILLED","68.74","0","0","0","0","0"
"#15088","2025-04-29T06:39:25Z","PAID","FULFILLED","38.97","0","0","0","0","0"
"#15089","2025-04-29T07:07:49Z","PAID","FULFILLED","28.0","0","0","0","0","0"
"#15090","2025-04-29T13:23:17Z","PAID","FULFILLED","64.99","0","0","0","0","0"
"#15091","2025-04-29T14:11:57Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#15092","2025-04-29T17:45:38Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#15093","2025-04-29T19:03:01Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#15094","2025-04-29T19:15:14Z","PAID","FULFILLED","0.0","0","0","0","0","0"
