Transaction Date,Type,Order,Card Brand,Card Source,Payout Status,Payout Date,Payout ID,Available On,Amount,Fee,Net,Checkout,Payment Method Name,Presentment Amount,Presentment Currency,Currency
2024-10-04 06:38:38 -0400,charge,#13206,visa,online,paid,2024-10-08,95353012260,2024-10-08,37.97,1.29,36.68,#43672029888548,card,37.97,USD,USD
2024-10-04 05:29:20 -0400,charge,#13205,visa,online,paid,2024-10-08,95353012260,2024-10-08,95.20,2.78,92.42,#43671766138916,card,95.20,USD,USD
2024-10-03 22:01:56 -0400,charge,#13204,american_express,online,paid,2024-10-08,95353012260,2024-10-08,66.74,2.70,64.04,#43670014820388,card,66.74,USD,USD
2024-10-03 21:57:01 -0400,charge,#13203,master,online,paid,2024-10-22,95656575012,2024-10-04,49.78,4.48,45.30,#43669977563172,card,72.30,AUD,USD
2024-10-03 16:48:41 -0400,charge,#13199,visa,online,paid,2024-10-07,95329746980,2024-10-07,102.46,2.96,99.50,#43668649050148,card,102.46,USD,USD
2024-10-03 14:45:10 -0400,charge,#13198,visa,online,paid,2024-10-06,95316541476,2024-10-03,87.55,2.58,84.97,#43668049362980,card,87.55,USD,USD
2024-10-03 12:54:14 -0400,charge,#13197,master,online,paid,2024-10-07,95329746980,2024-10-07,66.74,2.04,64.70,#43667522322468,card,66.74,USD,USD
2024-10-03 09:44:31 -0400,charge,#13196,discover,online,paid,2024-10-07,95329746980,2024-10-07,38.97,1.31,37.66,#43666519130148,card,38.97,USD,USD
2024-10-03 09:00:25 -0400,charge,#13195,american_express,online,paid,2024-10-07,95329746980,2024-10-07,38.97,1.70,37.27,#43666339266596,card,38.97,USD,USD
2024-10-03 07:11:20 -0400,charge,#13194,visa,online,paid,2024-10-07,95329746980,2024-10-07,37.97,1.29,36.68,#43665917280292,card,37.97,USD,USD
2024-10-03 04:59:32 -0400,charge,#13193,visa,online,paid,2024-10-07,95329746980,2024-10-07,81.35,2.42,78.93,#43665442308132,card,81.35,USD,USD
2024-10-03 04:04:49 -0400,charge,#13192,unknown,online,paid,2024-10-04,95319490596,2024-10-04,136.94,8.38,128.56,#43665248190500,shop_pay_installments,136.94,USD,USD
2024-10-02 22:28:07 -0400,charge,#13190,master,online,paid,2024-10-05,95303893028,2024-10-03,66.74,2.04,64.70,#43663938715684,card,66.74,USD,USD
2024-10-02 20:16:50 -0400,charge,#13188,visa,online,paid,2024-10-07,95329746980,2024-10-07,87.99,2.59,85.40,#43663352201252,card,87.99,USD,USD
2024-10-02 19:59:53 -0400,charge,#13186,visa,online,paid,2024-10-04,95293505572,2024-10-04,68.74,2.09,66.65,#43663280865316,card,68.74,USD,USD
2024-10-02 19:56:25 -0400,charge,#13184,american_express,online,paid,2024-10-04,95293505572,2024-10-04,113.00,4.37,108.63,#43663249834020,card,113.00,USD,USD
2024-10-02 19:47:37 -0400,charge,#13183,master,online,paid,2024-10-04,95293505572,2024-10-04,37.99,1.29,36.70,#43663166570532,card,37.99,USD,USD
2024-10-02 19:06:37 -0400,shop_cash_credit,#13181,unknown,online,paid,2024-10-04,95293505572,2024-10-02,1.06,0.02,1.04,,,,,USD
2024-10-02 17:24:55 -0400,charge,#13182,visa,online,paid,2024-10-05,95303893028,2024-10-02,118.15,3.37,114.78,#43662506360868,card,118.15,USD,USD
2024-10-02 17:04:17 -0400,charge,#13181,unknown,online,paid,2024-10-03,95308349476,2024-10-03,79.94,5.02,74.92,#43662411530276,shop_pay_installments,79.94,USD,USD
2024-10-02 14:40:29 -0400,charge,#13180,american_express,online,paid,2024-10-04,95293505572,2024-10-04,115.35,4.45,110.90,#43661661044772,card,115.35,USD,USD
2024-10-02 09:51:10 -0400,charge,#13177,american_express,online,paid,2024-10-04,95293505572,2024-10-04,33.62,1.51,32.11,#43660254085156,card,33.62,USD,USD
2024-10-02 00:46:02 -0400,charge,#13176,visa,online,paid,2024-10-05,95303893028,2024-10-02,110.15,3.16,106.99,#43658011377700,card,110.15,USD,USD
2024-10-01 22:58:28 -0400,charge,#13175,visa,online,paid,2024-10-04,95279579172,2024-10-02,136.94,3.86,133.08,#43657638805540,card,136.94,USD,USD
2024-10-01 22:02:40 -0400,charge,#13174,master,online,paid,2024-10-04,95293505572,2024-10-04,36.99,1.26,35.73,#43657407070244,card,36.99,USD,USD
2024-10-01 21:48:28 -0400,charge,#13173,master,online,paid,2024-10-04,95293505572,2024-10-04,66.74,2.04,64.70,#43657340190756,card,66.74,USD,USD
2024-10-01 13:20:50 -0400,charge,#13172,master,online,paid,2024-10-03,95271157796,2024-10-03,37.97,1.29,36.68,#43654844153892,card,37.97,USD,USD
2024-10-01 12:43:50 -0400,charge,#13171,master,online,paid,2024-10-03,95271157796,2024-10-03,32.79,1.15,31.64,#43654647480356,card,32.79,USD,USD
2024-10-01 05:50:11 -0400,charge,#13170,visa,online,paid,2024-10-03,95271157796,2024-10-03,56.59,1.77,54.82,#43652310663204,card,56.59,USD,USD
2024-09-30 19:56:17 -0400,charge,#13168,visa,online,paid,2024-10-02,95238848548,2024-10-02,110.15,3.16,106.99,#43649547993124,card,110.15,USD,USD
2024-09-30 14:55:47 -0400,charge,#13167,master,online,paid,2024-10-15,95507808292,2024-09-30,167.38,15.06,152.32,#43646416814116,card,124.82,GBP,USD
2024-09-30 11:06:25 -0400,charge,#13165,master,online,paid,2024-10-02,95238848548,2024-10-02,86.55,2.55,84.00,#43644880977956,card,86.55,USD,USD
2024-09-30 10:11:19 -0400,charge,#13164,master,online,paid,2024-10-02,95238848548,2024-10-02,64.99,1.99,63.00,#43644409970724,card,64.99,USD,USD
2024-09-30 07:26:15 -0400,adjustment,#13029,visa,online,paid,2024-10-01,95254511652,2024-09-30,1.40,0.00,1.40,#43528433631268,card,150.43,CAD,USD
2024-09-30 07:26:14 -0400,adjustment,#13008,visa,online,paid,2024-10-01,95254511652,2024-09-30,1.45,0.00,1.45,#43522028240932,card,119.78,CAD,USD
2024-09-30 07:09:37 -0400,adjustment,#12955,visa,online,paid,2024-10-01,95254511652,2024-09-30,0.93,0.00,0.93,#43500297748516,card,112.89,CAD,USD
2024-09-30 07:09:17 -0400,adjustment,#12897,visa,online,paid,2024-10-01,95254511652,2024-09-30,1.42,0.00,1.42,#43483907227684,card,120.69,CAD,USD
2024-09-30 07:07:41 -0400,adjustment,#12715,visa,online,paid,2024-10-01,95254511652,2024-09-30,1.46,0.00,1.46,#43456293109796,card,83.60,GBP,USD
2024-09-30 07:06:52 -0400,adjustment,#12629,visa,online,paid,2024-10-01,95254511652,2024-09-30,2.56,0.00,2.56,#43424284770340,card,148.00,AUD,USD
2024-09-30 07:06:40 -0400,adjustment,#12874,unknown,online,paid,2024-10-01,95254511652,2024-09-30,2.58,0.00,2.58,#43459320315940,paypal,40.08,EUR,USD
2024-09-30 07:05:41 -0400,adjustment,#12765,unknown,online,paid,2024-10-01,95254511652,2024-09-30,1.58,0.00,1.58,#43459115941924,paypal,85.05,EUR,USD
2024-09-30 07:05:34 -0400,adjustment,#12950,master,online,paid,2024-10-01,95254511652,2024-09-30,2.14,0.00,2.14,#43499024842788,card,76.80,GBP,USD
2024-09-30 07:04:36 -0400,adjustment,#12861,visa,online,paid,2024-10-01,95254511652,2024-09-30,2.25,0.00,2.25,#43476534132772,card,37.00,GBP,USD
2024-09-30 06:49:51 -0400,adjustment,#12710,unknown,online,paid,2024-10-01,95254511652,2024-09-30,0.80,0.00,0.80,#43254264725540,klarna,188.65,CAD,USD
2024-09-30 06:49:49 -0400,adjustment,#12892,visa,online,paid,2024-10-01,95254511652,2024-09-30,-1.61,0.00,-1.61,#43482380959780,card,242.68,CAD,USD
2024-09-30 06:49:45 -0400,adjustment,#12748,visa,online,paid,2024-10-01,95254511652,2024-09-30,0.93,0.00,0.93,#43457253638180,card,122.70,CAD,USD
2024-09-30 06:49:43 -0400,adjustment,#12671,master,online,paid,2024-10-01,95254511652,2024-09-30,0.93,0.00,0.93,#43440969023524,card,154.10,CAD,USD
2024-09-30 06:49:40 -0400,adjustment,#12675,visa,online,paid,2024-10-01,95254511652,2024-09-30,0.85,0.00,0.85,#43441852514340,card,140.17,CAD,USD
2024-09-30 06:48:26 -0400,adjustment,#12859,visa,online,paid,2024-10-01,95254511652,2024-09-30,1.54,0.00,1.54,#43476130332708,card,53.00,CAD,USD
2024-09-29 21:37:32 -0400,charge,#13161,visa,online,paid,2024-10-02,95238848548,2024-10-02,72.94,2.20,70.74,#43636239368228,card,72.94,USD,USD
2024-09-29 19:00:02 -0400,charge,#13159,master,online,paid,2024-10-01,95219515428,2024-10-01,43.99,1.44,42.55,#43628141412388,card,43.99,USD,USD
2024-09-29 18:35:43 -0400,charge,#13158,visa,online,paid,2024-10-01,95219515428,2024-10-01,202.25,5.56,196.69,#43634698453028,card,202.25,USD,USD
2024-09-29 16:49:55 -0400,charge,#13156,visa,online,paid,2024-10-01,95219515428,2024-10-01,86.55,2.55,84.00,#43499208802340,card,86.55,USD,USD
2024-09-29 14:25:29 -0400,charge,#13155,discover,online,paid,2024-10-01,95219515428,2024-10-01,86.55,2.55,84.00,#43632295051300,card,86.55,USD,USD
2024-09-29 12:45:00 -0400,charge,#13153,visa,online,paid,2024-10-02,95227117604,2024-09-29,66.74,2.04,64.70,#43631669051428,card,66.74,USD,USD
2024-09-29 03:04:44 -0400,charge,#13151,visa,online,paid,2024-10-01,95219515428,2024-10-01,33.62,1.17,32.45,#43629069893668,card,33.62,USD,USD
2024-09-29 01:12:30 -0400,charge,#13150,master,online,paid,2024-10-02,95227117604,2024-09-29,115.35,3.30,112.05,#43628591415332,card,115.35,USD,USD
2024-09-29 00:52:01 -0400,charge,#13149,visa,online,paid,2024-10-01,95219515428,2024-10-01,58.07,1.81,56.26,#43628489703460,card,58.07,USD,USD
2024-09-28 21:08:06 -0400,charge,#13148,visa,online,paid,2024-10-01,95219515428,2024-10-01,36.99,1.26,35.73,#43626849796132,card,36.99,USD,USD
2024-09-28 17:56:19 -0400,charge,#13147,master,online,paid,2024-10-01,95219515428,2024-10-01,88.79,2.61,86.18,#43625110863908,card,88.79,USD,USD
2024-09-28 17:26:14 -0400,charge,#13146,visa,online,paid,2024-10-01,95203950628,2024-09-28,33.62,1.17,32.45,#43624923070500,card,33.62,USD,USD
2024-09-28 10:52:22 -0400,charge,#13145,visa,online,paid,2024-10-01,95219515428,2024-10-01,33.62,1.17,32.45,#43621652037668,card,33.62,USD,USD
2024-09-28 00:41:27 -0400,charge,#13144,visa,online,paid,2024-10-01,95219515428,2024-10-01,84.00,2.48,81.52,#43615446466596,card,84.00,USD,USD
2024-09-27 23:23:53 -0400,charge,#13143,visa,online,paid,2024-10-01,95219515428,2024-10-01,66.74,2.04,64.70,#43614560780324,card,66.74,USD,USD
2024-09-27 18:50:02 -0400,charge,#13141,visa,online,paid,2024-10-01,95219515428,2024-10-01,103.09,2.98,100.11,#43602814205988,card,103.09,USD,USD
2024-09-27 18:27:25 -0400,charge,#13140,visa,online,paid,2024-10-01,95219515428,2024-10-01,58.07,1.81,56.26,#43602325897252,card,58.07,USD,USD
2024-09-27 18:22:33 -0400,charge,#13139,master,online,paid,2024-09-30,95190482980,2024-09-27,81.35,2.42,78.93,#43602299519012,card,81.35,USD,USD
2024-09-27 15:15:41 -0400,charge,#13137,visa,online,paid,2024-10-01,95219515428,2024-10-01,84.00,2.48,81.52,#43600519069732,card,84.00,USD,USD
2024-09-27 10:29:36 -0400,charge,#13134,visa,online,paid,2024-10-01,95219515428,2024-10-01,66.74,2.04,64.70,#43595560550436,card,66.74,USD,USD
2024-09-27 02:21:21 -0400,charge,#13133,visa,online,paid,2024-10-01,95219515428,2024-10-01,86.55,2.55,84.00,#43591085686820,card,86.55,USD,USD
2024-09-26 22:13:21 -0400,charge,#13131,master,online,paid,2024-10-01,95219515428,2024-10-01,33.62,1.17,32.45,#43589992644644,card,33.62,USD,USD
2024-09-26 17:31:06 -0400,charge,#13129,visa,online,paid,2024-09-30,95201394724,2024-09-30,81.35,2.42,78.93,#43588676124708,card,81.35,USD,USD
2024-09-26 16:48:56 -0400,charge,#13128,master,online,paid,2024-09-30,95201394724,2024-09-30,81.35,2.42,78.93,#43588492165156,card,81.35,USD,USD
2024-09-26 16:27:01 -0400,charge,#13127,master,online,paid,2024-09-30,95201394724,2024-09-30,37.97,1.29,36.68,#43588375150628,card,37.97,USD,USD
2024-09-26 10:28:40 -0400,charge,#13126,master,online,paid,2024-09-30,95201394724,2024-09-30,82.21,2.44,79.77,#43586678030372,card,82.21,USD,USD
2024-09-26 00:19:28 -0400,charge,#13125,master,online,paid,2024-09-30,95201394724,2024-09-30,86.55,2.55,84.00,#43584307691556,card,86.55,USD,USD
2024-09-25 22:04:51 -0400,charge,#13124,visa,online,paid,2024-09-30,95201394724,2024-09-30,83.14,2.46,80.68,#43583769247780,card,83.14,USD,USD
2024-09-25 19:09:30 -0400,import_tax,#13029,visa,online,paid,2024-10-01,95254511652,2024-09-25,-10.63,0.00,-10.63,#43528433631268,card,150.43,CAD,USD
2024-09-25 19:09:24 -0400,shipping_label,#13029,visa,online,paid,2024-10-01,95254511652,2024-09-25,-10.20,0.00,-10.20,#43528433631268,card,150.43,CAD,USD
2024-09-25 18:54:28 -0400,import_tax,#13008,visa,online,paid,2024-10-01,95254511652,2024-09-25,-3.48,0.00,-3.48,#43522028240932,card,119.78,CAD,USD
2024-09-25 18:54:23 -0400,shipping_label,#13008,visa,online,paid,2024-10-01,95254511652,2024-09-25,-13.14,0.00,-13.14,#43522028240932,card,119.78,CAD,USD
2024-09-25 15:43:03 -0400,charge,#13122,master,online,paid,2024-10-15,95507808292,2024-09-25,54.20,4.88,49.32,#43582081859620,card,40.60,GBP,USD
2024-09-25 13:40:21 -0400,charge,#13121,visa,online,paid,2024-09-27,95165579300,2024-09-27,37.97,1.29,36.68,#43581479518244,card,37.97,USD,USD
2024-09-25 12:12:44 -0400,charge,#13120,visa,online,paid,2024-09-27,95165579300,2024-09-27,37.97,1.29,36.68,#43581094952996,card,37.97,USD,USD
2024-09-25 12:07:34 -0400,charge,#13119,visa,online,paid,2024-09-28,95172788260,2024-09-25,56.59,1.77,54.82,#43581063921700,card,56.59,USD,USD
2024-09-25 11:40:23 -0400,charge,#13118,visa,online,paid,2024-09-27,95165579300,2024-09-27,66.74,2.04,64.70,#43568442048548,card,66.74,USD,USD
2024-09-23 23:45:08 -0400,charge,#13113,master,online,paid,2024-09-26,95145721892,2024-09-26,66.74,2.04,64.70,#43571271729188,card,66.74,USD,USD
2024-09-23 22:35:14 -0400,charge,#13112,master,online,paid,2024-09-26,95145721892,2024-09-26,84.00,2.48,81.52,#43570978914340,card,84.00,USD,USD
2024-09-23 18:52:42 -0400,charge,#13111,visa,online,paid,2024-09-25,95109972004,2024-09-25,33.62,1.17,32.45,#43570018615332,card,33.62,USD,USD
2024-09-23 17:28:12 -0400,charge,#13108,discover,online,paid,2024-09-25,95109972004,2024-09-25,50.99,1.63,49.36,#43556934877220,card,50.99,USD,USD
2024-09-23 16:56:51 -0400,charge,#13107,master,online,paid,2024-10-08,95391645732,2024-09-23,105.32,9.48,95.84,#43552549437476,card,142.85,CAD,USD
2024-09-23 16:04:22 -0400,charge,#13106,visa,online,paid,2024-09-25,95109972004,2024-09-25,158.71,4.43,154.28,#43569269702692,card,158.71,USD,USD
2024-09-23 12:27:54 -0400,charge,#13104,visa,online,paid,2024-09-25,95109972004,2024-09-25,66.74,2.04,64.70,#43568282271780,card,66.74,USD,USD
2024-09-23 11:35:01 -0400,charge,#13102,visa,online,paid,2024-09-25,95109972004,2024-09-25,54.99,1.73,53.26,#43568033759268,card,54.99,USD,USD
2024-09-23 10:58:39 -0400,import_tax,#12629,visa,online,paid,2024-10-01,95254511652,2024-09-23,-8.84,0.00,-8.84,#43424284770340,card,148.00,AUD,USD
2024-09-23 10:57:14 -0400,import_tax,#12897,visa,online,paid,2024-10-01,95254511652,2024-09-23,-3.41,0.00,-3.41,#43483907227684,card,120.69,CAD,USD
2024-09-23 10:56:23 -0400,shipping_label,#12629,visa,online,paid,2024-10-01,95254511652,2024-09-23,-18.12,0.00,-18.12,#43424284770340,card,148.00,AUD,USD
2024-09-23 10:54:41 -0400,shipping_label,#12897,visa,online,paid,2024-10-01,95254511652,2024-09-23,-10.91,0.00,-10.91,#43483907227684,card,120.69,CAD,USD
2024-09-23 10:53:57 -0400,import_tax,#12955,visa,online,paid,2024-10-01,95254511652,2024-09-23,-7.05,0.00,-7.05,#43500297748516,card,112.89,CAD,USD
2024-09-23 10:51:26 -0400,shipping_label,#12955,visa,online,paid,2024-10-01,95254511652,2024-09-23,-14.57,0.00,-14.57,#43500297748516,card,112.89,CAD,USD
2024-09-23 10:40:33 -0400,import_tax,#12874,unknown,online,paid,2024-10-01,95254511652,2024-09-23,-7.58,0.00,-7.58,#43459320315940,paypal,40.08,EUR,USD
2024-09-23 10:39:16 -0400,shipping_label,#12874,unknown,online,paid,2024-10-01,95254511652,2024-09-23,-19.57,0.00,-19.57,#43459320315940,paypal,40.08,EUR,USD
2024-09-23 10:37:59 -0400,import_tax,#12950,master,online,paid,2024-10-01,95254511652,2024-09-23,-16.75,0.00,-16.75,#43499024842788,card,76.80,GBP,USD
2024-09-23 10:36:56 -0400,shipping_label,#12950,master,online,paid,2024-10-01,95254511652,2024-09-23,-13.51,0.00,-13.51,#43499024842788,card,76.80,GBP,USD
2024-09-22 22:31:09 -0400,charge,#13099,american_express,online,paid,2024-09-25,95109972004,2024-09-25,66.74,2.70,64.04,#43565004357668,card,66.74,USD,USD
2024-09-22 20:57:50 -0400,charge,#13098,visa,online,paid,2024-09-25,95098044452,2024-09-23,66.74,2.04,64.70,#43564604915748,card,66.74,USD,USD
2024-09-22 20:24:47 -0400,charge,#13097,visa,online,paid,2024-09-25,95109972004,2024-09-25,36.99,1.26,35.73,#43564472795172,card,36.99,USD,USD
2024-09-22 15:12:17 -0400,charge,#13095,visa,online,paid,2024-09-24,95083364388,2024-09-24,36.52,1.25,35.27,#43562903339044,card,36.52,USD,USD
2024-09-22 14:50:08 -0400,charge,#13094,visa,online,paid,2024-09-24,95083364388,2024-09-24,187.55,5.18,182.37,#43562794090532,card,187.55,USD,USD
2024-09-22 00:49:53 -0400,charge,#13091,visa,online,paid,2024-09-24,95083364388,2024-09-24,56.34,1.76,54.58,#43559378812964,card,56.34,USD,USD
2024-09-21 22:20:37 -0400,charge,#13090,unknown,online,paid,2024-09-23,95105712164,2024-09-23,110.15,6.80,103.35,#43558807109668,shop_pay_installments,110.15,USD,USD
2024-09-21 18:53:59 -0400,charge,#13089,visa,online,paid,2024-09-24,95083364388,2024-09-24,124.34,3.53,120.81,#43557647941668,card,124.34,USD,USD
2024-09-21 18:40:01 -0400,charge,#13088,master,online,paid,2024-09-24,95083364388,2024-09-24,121.55,3.46,118.09,#43557729632292,card,121.55,USD,USD
2024-09-21 18:02:35 -0400,charge,#13087,visa,online,paid,2024-09-24,95083364388,2024-09-24,52.34,1.66,50.68,#43557529288740,card,52.34,USD,USD
2024-09-21 17:42:11 -0400,charge,#13085,visa,online,paid,2024-09-24,95083364388,2024-09-24,81.35,2.42,78.93,#43557421219876,card,81.35,USD,USD
2024-09-21 17:09:45 -0400,charge,#13083,master,online,paid,2024-09-24,95083364388,2024-09-24,98.04,2.85,95.19,#43557237588004,card,98.04,USD,USD
2024-09-21 16:41:08 -0400,charge,#13082,american_express,online,paid,2024-09-24,95072452644,2024-09-21,81.35,3.23,78.12,#43557078695972,card,81.35,USD,USD
2024-09-21 12:50:59 -0400,charge,#13081,visa,online,paid,2024-09-24,95083364388,2024-09-24,5.11,0.43,4.68,#43555641557028,card,5.11,USD,USD
2024-09-21 02:09:00 -0400,charge,#13080,visa,online,paid,2024-09-24,95083364388,2024-09-24,110.15,3.16,106.99,#43553176027172,card,110.15,USD,USD
2024-09-20 23:41:47 -0400,charge,#13078,master,online,paid,2024-09-24,95083364388,2024-09-24,88.00,2.59,85.41,#43552566542372,card,88.00,USD,USD
2024-09-20 19:49:47 -0400,charge,#13076,visa,online,paid,2024-09-24,95083364388,2024-09-24,66.74,2.04,64.70,#43551456100388,card,66.74,USD,USD
2024-09-20 17:53:39 -0400,charge,#13075,visa,online,paid,2024-09-23,95057739812,2024-09-20,162.75,4.53,158.22,#43548620783652,card,162.75,USD,USD
2024-09-20 17:00:25 -0400,charge,#13074,visa,online,paid,2024-09-24,95083364388,2024-09-24,238.00,6.49,231.51,#43550319378468,card,238.00,USD,USD
2024-09-20 16:44:52 -0400,charge,#13073,visa,online,paid,2024-09-24,95083364388,2024-09-24,37.97,1.29,36.68,#43550556422180,card,37.97,USD,USD
2024-09-20 15:45:08 -0400,charge,#13071,visa,online,paid,2024-09-24,95083364388,2024-09-24,86.27,2.54,83.73,#43550202593316,card,86.27,USD,USD
2024-09-20 09:54:46 -0400,adjustment,#12758,master,online,paid,2024-09-23,95073009700,2024-09-20,-12.62,0.00,-12.62,#43457826717732,card,81.40,AUD,USD
2024-09-20 09:47:19 -0400,adjustment,#12582,master,online,paid,2024-09-23,95073009700,2024-09-20,1.45,0.00,1.45,#43407164801060,card,162.74,AUD,USD
2024-09-20 09:46:46 -0400,adjustment,#12628,master,online,paid,2024-09-23,95073009700,2024-09-20,3.52,0.00,3.52,#43423858360356,card,123.82,AUD,USD
2024-09-20 07:01:58 -0400,shop_cash_credit,#13069,unknown,online,paid,2024-09-23,95061245988,2024-09-20,0.90,0.02,0.88,,,,,USD
2024-09-20 05:55:35 -0400,charge,#13069,visa,online,paid,2024-09-24,95083364388,2024-09-24,55.69,1.75,53.94,#43547712782372,card,55.69,USD,USD
2024-09-20 00:39:16 -0400,charge,#13068,visa,online,paid,2024-09-23,95073009700,2024-09-20,148.51,13.36,135.15,#43546498334756,card,21192,JPY,USD
2024-09-19 22:41:13 -0400,charge,#13067,discover,online,paid,2024-09-24,95083364388,2024-09-24,92.75,2.71,90.04,#43546083098660,card,92.75,USD,USD
2024-09-19 19:35:19 -0400,import_tax,#12675,visa,online,paid,2024-09-23,95073009700,2024-09-19,-11.13,0.00,-11.13,#43441852514340,card,140.17,CAD,USD
2024-09-19 19:35:14 -0400,shipping_label,#12675,visa,online,paid,2024-09-23,95073009700,2024-09-19,-10.91,0.00,-10.91,#43441852514340,card,140.17,CAD,USD
2024-09-19 16:43:17 -0400,import_tax,#12710,unknown,online,paid,2024-09-23,95073009700,2024-09-19,-12.81,0.00,-12.81,#43254264725540,klarna,188.65,CAD,USD
2024-09-19 16:43:11 -0400,shipping_label,#12710,unknown,online,paid,2024-09-23,95073009700,2024-09-19,-10.91,0.00,-10.91,#43254264725540,klarna,188.65,CAD,USD
2024-09-19 15:44:14 -0400,import_tax,#12671,master,online,paid,2024-09-23,95073009700,2024-09-19,-12.44,0.00,-12.44,#43440969023524,card,154.10,CAD,USD
2024-09-19 15:44:08 -0400,shipping_label,#12671,master,online,paid,2024-09-23,95073009700,2024-09-19,-10.91,0.00,-10.91,#43440969023524,card,154.10,CAD,USD
2024-09-19 15:12:16 -0400,import_tax,#12748,visa,online,paid,2024-09-23,95073009700,2024-09-19,-3.47,0.00,-3.47,#43457253638180,card,122.70,CAD,USD
2024-09-19 15:12:08 -0400,shipping_label,#12748,visa,online,paid,2024-09-23,95073009700,2024-09-19,-14.57,0.00,-14.57,#43457253638180,card,122.70,CAD,USD
2024-09-19 14:30:13 -0400,customs_duty,#12892,visa,online,paid,2024-09-23,95073009700,2024-09-19,-9.29,0.00,-9.29,#43482380959780,card,242.68,CAD,USD
2024-09-19 14:30:13 -0400,import_tax,#12892,visa,online,paid,2024-09-23,95073009700,2024-09-19,-18.40,0.00,-18.40,#43482380959780,card,242.68,CAD,USD
2024-09-19 14:30:07 -0400,shipping_label,#12892,visa,online,paid,2024-09-23,95073009700,2024-09-19,-10.20,0.00,-10.20,#43482380959780,card,242.68,CAD,USD
2024-09-19 13:26:40 -0400,charge,#13066,master,online,paid,2024-09-23,95061245988,2024-09-23,72.94,2.20,70.74,#43543629758500,card,72.94,USD,USD
2024-09-19 11:53:07 -0400,charge,#13064,discover,online,paid,2024-09-23,95061245988,2024-09-23,52.99,1.68,51.31,#43543187554340,card,52.99,USD,USD
2024-09-19 04:19:26 -0400,charge,#13062,visa,online,paid,2024-09-22,95052890148,2024-09-19,36.99,1.26,35.73,#43541498495012,card,36.99,USD,USD
2024-09-19 01:45:43 -0400,charge,#13061,visa,online,paid,2024-09-23,95061245988,2024-09-23,37.97,1.29,36.68,#43541041446948,card,37.97,USD,USD
2024-09-19 01:16:10 -0400,charge,#13060,american_express,online,paid,2024-09-23,95061245988,2024-09-23,58.07,2.39,55.68,#43540946550820,card,58.07,USD,USD
2024-09-18 18:56:54 -0400,charge,#13058,unknown,online,paid,2024-09-19,95045320740,2024-09-19,78.13,4.91,73.22,#43539403276324,shop_pay_installments,78.13,USD,USD
2024-09-18 18:45:56 -0400,import_tax,#12861,visa,online,paid,2024-09-23,95073009700,2024-09-18,-7.91,0.00,-7.91,#43476534132772,card,37.00,GBP,USD
2024-09-18 18:45:38 -0400,shipping_label,#12861,visa,online,paid,2024-09-23,95073009700,2024-09-18,-13.51,0.00,-13.51,#43476534132772,card,37.00,GBP,USD
2024-09-18 17:25:53 -0400,import_tax,#12765,unknown,online,paid,2024-09-23,95073009700,2024-09-18,-15.04,0.00,-15.04,#43459115941924,paypal,85.05,EUR,USD
2024-09-18 17:25:35 -0400,shipping_label,#12765,unknown,online,paid,2024-09-23,95073009700,2024-09-18,-15.89,0.00,-15.89,#43459115941924,paypal,85.05,EUR,USD
2024-09-18 17:08:35 -0400,shipping_label,#12859,visa,online,paid,2024-09-23,95073009700,2024-09-18,-13.14,0.00,-13.14,#43476130332708,card,53.00,CAD,USD
2024-09-18 16:28:19 -0400,charge,#13056,visa,online,paid,2024-09-20,95024414756,2024-09-20,86.55,2.55,84.00,#43538749849636,card,86.55,USD,USD
2024-09-18 14:39:40 -0400,charge,#13055,visa,online,paid,2024-09-20,95024414756,2024-09-20,81.35,2.42,78.93,#43538246434852,card,81.35,USD,USD
2024-09-18 13:50:54 -0400,charge,#13054,visa,online,paid,2024-09-20,95024414756,2024-09-20,86.55,2.55,84.00,#43408836558884,card,86.55,USD,USD
2024-09-18 13:24:25 -0400,charge,#13052,visa,online,paid,2024-09-20,95024414756,2024-09-20,82.55,2.45,80.10,#43537653137444,card,82.55,USD,USD
2024-09-18 12:23:48 -0400,charge,#13048,visa,online,paid,2024-09-20,95024414756,2024-09-20,66.34,2.02,64.32,#43537640980516,card,66.34,USD,USD
2024-09-18 09:49:58 -0400,charge,#13047,visa,online,paid,2024-09-20,95024414756,2024-09-20,66.74,2.04,64.70,#43537010229284,card,66.74,USD,USD
2024-09-17 20:36:24 -0400,charge,#13044,visa,online,paid,2024-09-20,95024414756,2024-09-20,81.14,2.41,78.73,#43533930299428,card,81.14,USD,USD
2024-09-17 19:18:34 -0400,charge,#13043,master,online,paid,2024-09-19,95000068132,2024-09-19,86.55,2.55,84.00,#43533584924708,card,86.55,USD,USD
2024-09-17 18:58:40 -0400,charge,#13042,master,online,paid,2024-09-19,95000068132,2024-09-19,50.99,1.63,49.36,#43533492060196,card,50.99,USD,USD
2024-09-17 18:26:32 -0400,import_tax,#12715,visa,online,paid,2024-09-23,95073009700,2024-09-17,-17.83,0.00,-17.83,#43456293109796,card,83.60,GBP,USD
2024-09-17 18:26:26 -0400,shipping_label,#12715,visa,online,paid,2024-09-23,95073009700,2024-09-17,-13.51,0.00,-13.51,#43456293109796,card,83.60,GBP,USD
2024-09-17 15:53:30 -0400,charge,#13040,visa,online,paid,2024-09-19,95000068132,2024-09-19,66.74,2.04,64.70,#43532632391716,card,66.74,USD,USD
