Statement date,Statement ID,Payment ID,Status,Total settlement amount,Net sales,Shipping,Fees,Adjustments,Reserve Amount,Payable amount
2025/12/19,7585056040616183565,3468249987877081201,Paid,223.32,239.53,0.0,-16.21,0,0.0,223.32
2025/12/18,7584638553938953998,3468210558146809969,Paid,458.16,491.74,-3.68,-29.9,0,0.0,458.16
2025/12/17,7584258146185545486,3468166070369489009,Paid,539.52,574.88,0.0,-35.36,0,0.0,539.52
2025/12/16,7584109208325375799,3468130673951150193,Paid,1175.73,1252.84,0.0,-77.11,0,0.0,1175.73
2025/12/15,7583524550282053431,3468077188888957041,Paid,738.61,787.0,0.0,-48.39,0,0.0,738.61
2025/12/14,7583375573221672759,3468039403545268337,Paid,717.01,764.56,0.0,-47.55,0,0.0,717.01
2025/12/13,7582755744437585677,3467991303123800177,Paid,902.85,962.76,0.0,-59.91,0,0.0,902.85
2025/12/12,7582384180119258894,3467940782857293937,Paid,990.96,1062.04,-2.07,-69.01,0,0.0,990.96
2025/12/11,7582013094404704013,3467898478081839217,Paid,1066.83,1137.38,0.0,-70.55,0,0.0,1066.83
2025/12/10,7581643474282268429,3467845806389956721,Paid,668.79,713.29,0.0,-44.5,0,0.0,668.79
2025/12/07,7581326952875771661,3467753505484935281,Paid,-80.0,0.0,0.0,0.0,-80,0.0,-80.0
2025/12/07,7581314037401536270,3467753505484935281,Paid,-53.0,0.0,0.0,0.0,-53,0.0,-53.0
2025/12/09,7581272499380356878,3467794620808138865,Paid,193.64,206.6,0.0,-12.96,0,0.0,193.64
2025/12/06,7580917459327125261,3467717541247619185,Paid,-53.0,0.0,0.0,0.0,-53,0.0,-53.0
2025/12/08,7580902120984168205,3467753505484935281,Paid,570.04,625.23,0.0,-55.19,0,0.0,570.04
2025/12/07,7580530681551030030,3467717541247619185,Paid,414.93,443.56,0.0,-28.63,0,0.0,414.93
2025/12/06,7580395642959234830,3467671722544500849,Paid,36.85,39.2,0.0,-2.35,0,0.0,36.85
2025/12/05,7579790517582464781,3467622538905161841,Paid,565.37,607.9,0.0,-42.53,0,0.0,565.37
2025/12/02,7579461254419351309,3467540527276724337,Paid,-55.0,0.0,0.0,0.0,-55,0.0,-55.0
2025/12/04,7579422463625283342,3467578340637839473,Paid,603.41,648.79,0.0,-45.38,0,0.0,603.41
2025/12/03,7579272665400133389,3467540527276724337,Paid,265.95,285.96,0.0,-20.01,0,0.0,265.95
2025/12/01,7578770910862133005,/,Pending,-69.0,0.0,0.0,0.0,-69,0.0,-69.0
2025/12/01,7578752600577804046,/,Pending,-60.0,0.0,0.0,0.0,-60,0.0,-60.0
2025/11/30,7593190962132338445,/,Pending,-48.0,0.0,0.0,0.0,-48,0.0,-48.0
2025/11/30,7593190936806409998,/,Pending,-48.0,0.0,0.0,0.0,-48,0.0,-48.0
2025/11/30,7593190936792860471,/,Pending,-48.0,0.0,0.0,0.0,-48,0.0,-48.0
2025/11/30,7578738812906587959,/,Pending,-48.0,0.0,0.0,0.0,-48,0.0,-48.0
2025/12/02,7578676178744444685,3467499399855116401,Paid,132.65,142.63,0.0,-9.98,0,48.48,181.13
2025/11/29,7578361112601626381,3467422260615614577,Paid,-48.0,0.0,0.0,0.0,-48,0.0,-48.0
2025/11/29,7578360136352286519,3467422260615614577,Paid,-48.0,0.0,0.0,0.0,-48,0.0,-48.0
2025/11/29,7578359035880834830,3467422260615614577,Paid,-48.0,0.0,0.0,0.0,-48,0.0,-48.0
2025/11/29,7578358057562916621,3467422260615614577,Paid,-48.0,0.0,0.0,0.0,-48,0.0,-48.0
2025/11/29,7578356990334846775,3467422260615614577,Paid,-56.0,0.0,0.0,0.0,-56,0.0,-56.0
2025/11/29,7578355742239917837,3467422260615614577,Paid,-69.0,0.0,0.0,0.0,-69,0.0,-69.0
2025/11/29,7578353637878761271,3467422260615614577,Paid,-70.0,0.0,0.0,0.0,-70,0.0,-70.0
2025/11/29,7578351634003035959,3467422260615614577,Paid,-70.0,0.0,0.0,0.0,-70,0.0,-70.0
2025/11/29,7578348659827181325,3467422260615614577,Paid,-48.0,0.0,0.0,0.0,-48,0.0,-48.0
2025/12/01,7578312449548683022,3467458523733463153,Paid,547.29,588.46,0.0,-41.17,0,55.38,602.67
2025/11/29,7578014481159177998,3467377535299588209,Paid,-47.0,0.0,0.0,0.0,-47,0.0,-47.0
2025/11/28,7578003226621183757,3467377535299588209,Paid,-47.0,0.0,0.0,0.0,-47,0.0,-47.0
2025/11/28,7577991361626949389,3467377535299588209,Paid,-47.0,0.0,0.0,0.0,-47,0.0,-47.0
2025/11/30,7577982130656167693,3467422260615614577,Paid,506.07,551.85,0.0,-45.78,0,36.43,542.5
2025/11/27,7577601678698891022,3467319638153531505,Paid,-43.0,0.0,0.0,0.0,-43,0.0,-43.0
2025/11/29,7577625492111722254,3467377535299588209,Paid,110.77,118.62,0.0,-7.85,0,47.5,158.27
2025/11/26,7577240945645717261,3467284814600704113,Paid,-40.0,0.0,0.0,0.0,-40,0.0,-40.0
2025/11/28,7577205394586519310,3467319638153531505,Paid,190.34,204.67,0.0,-14.33,0,12.74,203.08
2025/11/25,7576854780300085047,3467242298895536241,Paid,-40.0,0.0,0.0,0.0,-40,0.0,-40.0
2025/11/27,7576827016306083597,3467284814600704113,Paid,481.48,520.59,-3.74,-35.37,0,8.43,489.91
2025/11/25,7576566804267730702,3467212331438084209,Paid,-36.0,0.0,0.0,0.0,-36,0.0,-36.0
2025/11/25,7576538382713669390,3467212331438084209,Paid,-45.0,0.0,0.0,0.0,-45,0.0,-45.0
2025/11/24,7576507529132246839,3467212331438084209,Paid,-36.0,0.0,0.0,0.0,-36,0.0,-36.0
2025/11/26,7576667580845590286,3467242298895536241,Paid,411.63,446.31,-3.14,-31.54,0,4.5,416.13
2025/11/23,7576123961293965069,3467161253478633585,Paid,-35.0,0.0,0.0,0.0,-35,0.0,-35.0
2025/11/25,7576089069994723085,3467212331438084209,Paid,255.88,275.14,0.0,-19.26,0,7.9,263.78
2025/11/23,7575815265527547662,3467136562606936177,Paid,-34.0,0.0,0.0,0.0,-34,0.0,-34.0
2025/11/24,7575719155895256887,3467161253478633585,Paid,642.9,691.25,0.0,-48.35,0,12.76,655.66
2025/11/23,7575480207243577143,3467136562606936177,Paid,162.77,174.54,0.0,-11.77,0,2.0,164.77
2025/11/20,7575024671888869134,3467054803506204785,Paid,-35.0,0.0,0.0,0.0,-35,0.0,-35.0
2025/11/20,7575009024601507598,3467054803506204785,Paid,-35.0,0.0,0.0,0.0,-35,0.0,-35.0
2025/11/22,7575000609426818829,3467094986504048753,Paid,252.75,271.78,0.0,-19.03,0,11.9,264.65
2025/11/21,7574831129895765773,3467054803506204785,Paid,66.57,71.58,0.0,-5.01,0,8.2,74.77
2025/11/18,7574295215043446542,3466982299626672241,Paid,-27.0,0.0,0.0,0.0,-27,0.0,-27.0
2025/11/18,7574288510744741645,3466982299626672241,Paid,-31.0,0.0,0.0,0.0,-31,0.0,-31.0
2025/11/18,7574274559944214327,3466982299626672241,Paid,-31.0,0.0,0.0,0.0,-31,0.0,-31.0
2025/11/20,7574227867670300430,3467014966607057009,Paid,99.2,106.63,-0.65,-6.78,0,11.26,110.46
2025/11/19,7573852366177388343,3466982299626672241,Paid,106.59,113.4,0.0,-6.81,0,0.0,106.59
2025/11/18,7573480352354699022,3466937251027980401,Paid,22.37,23.8,0.0,-1.43,0,16.66,39.03
2025/11/17,7573344839736018702,3466902544542109809,Paid,85.17,90.6,0.0,-5.43,0,13.64,98.81
2025/11/14,7572800843922114318,3466843633263612017,Paid,-9.0,0.0,0.0,0.0,-9,0.0,-9.0
2025/11/14,7572797288226096909,3466843633263612017,Paid,-9.0,0.0,0.0,0.0,-9,0.0,-9.0
2025/11/14,7572793876973438734,3466843633263612017,Paid,-9.0,0.0,0.0,0.0,-9,0.0,-9.0
2025/11/14,7572790251492607799,3466843633263612017,Paid,-12.0,0.0,0.0,0.0,-12,0.0,-12.0
2025/11/16,7572996358127372045,3466879981195530353,Paid,0.0,0.0,0.0,0.0,0,15.26,15.26
2025/11/13,7572433620355385143,3466808628915966065,Paid,-5.0,0.0,0.0,0.0,-5,0.0,-5.0
2025/11/15,7572369357083313975,3466843633263612017,Paid,42.11,44.8,0.0,-2.69,0,3.7,45.81
2025/11/13,7572104798984619789,3466773201735553137,Paid,-13.0,0.0,0.0,0.0,-13,0.0,-13.0
2025/11/14,7572281462204991287,3466808628915966065,Paid,0.0,0.0,0.0,0.0,0,6.76,6.76
2025/11/13,7571849683778144014,3466773201735553137,Paid,88.17,93.8,0.0,-5.63,0,1.7,89.87
2025/11/12,7571286872207394574,3466739124318736497,Paid,346.49,368.6,0.0,-22.11,0,2.0,348.49
2025/11/11,7571100013518931725,3466709040463908977,Paid,256.62,273.0,0.0,-16.38,0,29.16,285.78
2025/11/10,7570519564996380430,3466668379518832753,Paid,128.97,137.2,0.0,-8.23,0,6.8,135.77
2025/11/09,7570151822921336589,3466643800585965681,Paid,304.37,323.8,0.0,-19.43,0,-21.62,282.75
2025/11/08,7569991682406631223,3466609585398976625,Paid,584.97,622.3,0.0,-37.33,0,-40.08,544.89
2025/11/07,7569596070024562446,3466572706227130481,Paid,492.89,524.35,0.0,-31.46,0,-36.43,456.46
2025/11/06,7569246697298085645,3466543812449767537,Paid,642.57,683.6,0.0,-41.03,0,-61.22,581.35
2025/11/05,7568661983994611511,3466495387583746161,Paid,119.76,127.4,0.0,-7.64,0,-2.28,117.48
2025/11/03,7568365945568233271,3466432199504859249,Paid,-14.0,0.0,0.0,0.0,-14,0.0,-14.0
2025/11/04,7568525102183204663,3466462791450398833,Paid,78.96,84.0,0.0,-5.04,0,0.03,78.99
2025/11/03,7567999240429963063,3466432199504859249,Paid,42.3,45.0,0.0,-2.7,0,22.78,65.08
2025/11/02,7567614765325911821,3466396506847678577,Paid,111.86,119.0,0.0,-7.14,0,26.92,138.78
2025/11/01,7567403747271853837,3466364019848417393,Paid,119.94,127.6,0.0,-7.66,0,-0.9,119.04
2025/10/31,7567052921813075725,3466326809015980145,Paid,18.8,20.0,0.0,-1.2,0,8.01,26.81
2025/10/30,7566690847559812919,3466293524790022257,Paid,110.87,119.0,-0.75,-7.38,0,-10.89,99.98
2025/10/29,7566283327788484366,3466249290978332785,Paid,67.67,82.0,-9.17,-5.16,0,-7.2,60.47
2025/10/28,7565831429855217463,3466217552877621361,Paid,153.78,163.6,0.0,-9.82,0,-3.29,150.49
2025/10/27,7565577506808399671,3466175235650064497,Paid,0.0,0.0,0.0,0.0,0,5.41,5.41
2025/10/26,7565172825833604878,3466147958617706609,Paid,156.61,166.6,0.0,-9.99,0,-11.69,144.92
2025/10/25,7564800652006754062,3466111320650977393,Paid,128.22,136.4,0.0,-8.18,0,-11.24,116.98
2025/10/24,7564450150773524238,3466063210697429105,Paid,143.44,152.6,0.0,-9.16,0,-15.26,128.18
2025/10/23,7564110850728593207,3466028411903053937,Paid,15.98,17.0,0.0,-1.02,0,-0.3,15.68
2025/10/22,7563791967969134391,3465981811686412401,Paid,44.74,47.6,0.0,-2.86,0,-3.36,41.38
2025/10/21,7563313093909022478,3465940634978848881,Paid,15.98,17.0,0.0,-1.02,0,-1.7,14.28
2025/10/20,7562949565169207053,3465894477565890673,Paid,18.8,20.0,0.0,-1.2,0,-2.0,16.8
2025/10/19,7562658183530006327,3465856179427446897,Paid,274.1,291.6,0.0,-17.5,0,-26.36,247.74
2025/10/18,7562244067581609741,3465805280006869105,Paid,15.98,17.0,0.0,-1.02,0,3.45,19.43
2025/10/17,7561821951333762871,3465762968960012401,Paid,56.4,60.0,0.0,-3.6,0,-6.0,50.4
2025/10/16,7561472849010001678,3465719565848711281,Paid,143.82,153.0,0.0,-9.18,0,-15.3,128.52
2025/10/14,7560754420074530574,3465640967604047985,Paid,67.12,71.4,0.0,-4.28,0,-5.74,61.38
2025/10/13,7560424216433002254,3465599528334954609,Paid,98.32,104.6,0.0,-6.28,0,-10.46,87.86
2025/10/12,7559976020854474510,3465577478091870321,Paid,79.52,84.6,0.0,-5.08,0,-8.46,71.06
2025/10/11,7559453248554420023,3465540147226251377,Paid,256.44,272.8,0.0,-16.36,0,-24.28,232.16
2025/10/10,7559232603480442679,3465499300910567537,Paid,364.9,388.2,0.0,-23.3,0,-38.82,326.08
2025/10/09,7558893161704163086,3465453240908222577,Paid,159.42,169.6,0.0,-10.18,0,-7.46,151.96
2025/10/08,7558506410284238605,3465416683612180593,Paid,188.18,200.2,0.0,-12.02,0,-10.01,178.17
2025/10/07,7558204270533789495,3465382055362924657,Paid,18.8,20.0,0.0,-1.2,0,-1.01,17.79
2025/10/06,7557768457379399479,3465350602175975537,Paid,18.8,20.0,0.0,-1.2,0,-1.0,17.8
2025/10/05,7557387208789968654,3465321316767469681,Paid,245.72,261.4,0.0,-15.68,0,-11.67,234.05
2025/10/04,7557029193649899277,3465280056456548465,Paid,101.52,108.0,0.0,-6.48,0,-5.41,96.11
2025/10/03,7556640157684844302,3465244598392819825,Paid,93.44,99.4,0.0,-5.96,0,-4.97,88.47
2025/10/02,7556322228821198605,3465208032546951281,Paid,45.12,48.0,0.0,-2.88,0,-2.4,42.72
2025/09/30,7555617173704771342,3465140618820161649,Paid,26.32,28.0,0.0,-1.68,0,-1.4,24.92
2025/09/29,7555180829527377719,3465104626449158257,Paid,26.32,28.0,0.0,-1.68,0,-0.4,25.92
2025/09/28,7554807851550607118,3465084775872172145,Paid,0.0,0.0,0.0,0.0,0,7.2,7.2
2025/12/31,7589702883336308493,3468801627788382321,Paid,-2.3,0.0,-0.86,-1.44,0,0,-2.3
2025/12/27,7588189993496004365,3468574218971943025,Paid,102.8,109.76,0.0,-6.96,0,0,102.8
